stadiumID,sun_endCivilTwilight,venue_w_chan_loc,sunRise,sunSet,sun_upperTransit,gameID,name,location,sun_beginCivilTwilight
2520,7:04 a.m.,USFL0237,7:27 a.m.,7:30 p.m.,1:29 p.m.,2013/03/17/gid_2013_03_17_slnmlb_miamlb_1/,Roger Dean Stadium,"Jupiter, FL",7:53 p.m.
4309,7:11 a.m.,USFL0152,7:34 a.m.,7:37 p.m.,1:36 p.m.,2013/03/17/gid_2013_03_17_tbamlb_bosmlb_1/,JetBlue Park,"Ft. Myers, FL",8:00 p.m.
2503,6:23 a.m.,USNV0049,6:48 a.m.,6:50 p.m.,12:49 p.m.,2013/03/17/gid_2013_03_17_texmlb_chnmlb_1/,Cashman Field,"Las Vegas, NV",7:16 p.m.
2530,6:11 a.m. S,USAZ0162,6:36 a.m. S,6:39 p.m. S,12:37 p.m. S,2013/03/17/gid_2013_03_17_texmlb_seamlb_1/,Peoria Stadium,"Peoria, AZ",7:03 p.m. S
2514,7:09 a.m.,USFL0248,7:33 a.m.,7:35 p.m.,1:34 p.m.,2013/03/17/gid_2013_03_17_tormlb_houmlb_1/,Osceola County Stadium,"Kissimmee, FL",7:59 p.m.
2511,7:11 a.m.,USFL0267,7:35 a.m.,7:38 p.m.,1:36 p.m.,2013/03/17/gid_2013_03_17_wasmlb_detmlb_1/,Joker Marchant Stadium,"Lakeland, FL",8:01 p.m.
3809,6:10 a.m. S,USAZ0083,6:35 a.m. S,6:39 p.m. S,12:37 p.m. S,2013/03/18/gid_2013_03_18_arimlb_lanmlb_1/,Camelback Ranch,"Glendale, AZ",7:04 p.m. S
2526,7:13 a.m.,USFL0047,7:36 a.m.,7:41 p.m.,1:38 p.m.,2013/03/18/gid_2013_03_18_bosmlb_pitmlb_1/,McKechnie Field,"Bradenton, FL",8:04 p.m.
2530,6:10 a.m. S,USAZ0162,6:35 a.m. S,6:39 p.m. S,12:37 p.m. S,2013/03/18/gid_2013_03_18_chnmlb_sdnmlb_1/,Peoria Stadium,"Peoria, AZ",7:04 p.m. S
4249,6:09 a.m. S,USAZ0207,6:34 a.m. S,6:38 p.m. S,12:36 p.m. S,2013/03/18/gid_2013_03_18_cinmlb_colmlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:03 p.m. S
2513,,USFL0579,,,,2013/03/18/gid_2013_03_18_detmlb_wasmlb_1/,Space Coast Stadium,"Viera, FL",
2603,6:10 a.m. S,USAZ0229,6:35 a.m. S,6:40 p.m. S,12:37 p.m. S,2013/03/18/gid_2013_03_18_kcamlb_texmlb_1/,Surprise Stadium,"Surprise, AZ",7:05 p.m. S
2519,7:15 a.m.,USFL0152,7:39 a.m.,7:44 p.m.,1:41 p.m.,2013/03/18/gid_2013_03_18_miamlb_minmlb_1/,Lee County Sports Complex,"Lee County, FL",8:08 p.m.
3834,6:11 a.m. S,USAZ0087,6:35 a.m. S,6:40 p.m. S,12:37 p.m. S,2013/03/18/gid_2013_03_18_milmlb_clemlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:05 p.m. S
2520,7:03 a.m.,USFL0237,7:26 a.m.,7:31 p.m.,1:28 p.m.,2013/03/18/gid_2013_03_18_nynmlb_slnmlb_1/,Roger Dean Stadium,"Jupiter, FL",7:54 p.m.
2504,7:07 a.m.,USFL0372,7:31 a.m.,7:35 p.m.,1:33 p.m.,2013/03/18/gid_2013_03_18_phimlb_atlmlb_1/,Champion Stadium,"Lake Buena Vista, FL",7:59 p.m.
2524,6:10 a.m. S,USAZ0166,6:34 a.m. S,6:39 p.m. S,12:36 p.m. S,2013/03/18/gid_2013_03_18_seamlb_oakmlb_1/,Phoenix Municipal Stadium,"Phoenix, AZ",7:03 p.m. S
2518,6:08 a.m. S,USAZ0166,6:33 a.m. S,6:39 p.m. S,12:36 p.m. S,2013/03/19/gid_2013_03_19_anamlb_milmlb_1/,Maryvale Baseball Park,"Phoenix, AZ",7:04 p.m. S
4309,7:09 a.m.,USFL0152,7:32 a.m.,7:38 p.m.,1:35 p.m.,2013/03/19/gid_2013_03_19_balmlb_bosmlb_1/,JetBlue Park,"Ft. Myers, FL",8:01 p.m.
3834,6:09 a.m. S,USAZ0087,6:34 a.m. S,6:41 p.m. S,12:37 p.m. S,2013/03/19/gid_2013_03_19_chamlb_cinmlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:05 p.m. S
2603,6:09 a.m. S,USAZ0229,6:34 a.m. S,6:40 p.m. S,12:37 p.m. S,2013/03/19/gid_2013_03_19_colmlb_kcamlb_1/,Surprise Stadium,"Surprise, AZ",7:05 p.m. S
2536,7:12 a.m.,USFL0119,7:36 a.m.,7:42 p.m.,1:39 p.m.,2013/03/19/gid_2013_03_19_houmlb_tormlb_1/,Florida Auto Exchange Stadium,"Dunedin, FL",8:06 p.m.
2520,7:02 a.m.,USFL0237,7:25 a.m.,7:31 p.m.,1:28 p.m.,2013/03/19/gid_2013_03_19_miamlb_slnmlb_1/,Roger Dean Stadium,"Jupiter, FL",7:55 p.m.
2700,7:13 a.m.,USFL0084,7:36 a.m.,7:42 p.m.,1:39 p.m.,2013/03/19/gid_2013_03_19_nyamlb_phimlb_1/,Bright House Field,"Clearwater, FL",8:06 p.m.
3809,6:09 a.m. S,USAZ0083,6:33 a.m. S,6:40 p.m. S,12:36 p.m. S,2013/03/19/gid_2013_03_19_oakmlb_lanmlb_1/,Camelback Ranch,"Glendale, AZ",7:05 p.m. S
4249,6:08 a.m. S,USAZ0207,6:32 a.m. S,6:39 p.m. S,12:35 p.m. S,2013/03/19/gid_2013_03_19_sdnmlb_arimlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:04 p.m. S
2530,6:09 a.m. S,USAZ0162,6:34 a.m. S,6:40 p.m. S,12:37 p.m. S,2013/03/19/gid_2013_03_19_sfnmlb_seamlb_1/,Peoria Stadium,"Peoria, AZ",7:05 p.m. S
2511,7:09 a.m.,USFL0267,7:33 a.m.,7:39 p.m.,1:35 p.m.,2013/03/19/gid_2013_03_19_tbamlb_detmlb_1/,Joker Marchant Stadium,"Lakeland, FL",8:02 p.m.
2507,6:07 a.m. S,USAZ0136,6:32 a.m. S,6:38 p.m. S,12:35 p.m. S,2013/03/19/gid_2013_03_19_texmlb_chnmlb_1/,HoHoKam Park,"Mesa, AZ",7:03 p.m. S
3809,6:07 a.m. S,USAZ0083,6:32 a.m. S,6:41 p.m. S,12:36 p.m. S,2013/03/20/gid_2013_03_20_arimlb_chamlb_1/,Camelback Ranch,"Glendale, AZ",7:05 p.m. S
2523,7:10 a.m.,USFL0481,7:34 a.m.,7:41 p.m.,1:37 p.m.,2013/03/20/gid_2013_03_20_bosmlb_nyamlb_1/,George M. Steinbrenner Field,"Tampa, FL",8:05 p.m.
2500,6:06 a.m. S,USAZ0233,6:31 a.m. S,6:40 p.m. S,12:35 p.m. S,2013/03/20/gid_2013_03_20_clemlb_anamlb_1/,Tempe Diablo Stadium,"Tempe, AZ",7:04 p.m. S
2603,6:08 a.m. S,USAZ0229,6:33 a.m. S,6:41 p.m. S,12:37 p.m. S,2013/03/20/gid_2013_03_20_lanmlb_kcamlb_1/,Surprise Stadium,"Surprise, AZ",7:06 p.m. S
2532,6:06 a.m. S,USAZ0207,6:31 a.m. S,6:40 p.m. S,12:35 p.m. S,2013/03/20/gid_2013_03_20_milmlb_sfnmlb_1/,Scottsdale Stadium,"Scottsdale, AZ",7:04 p.m. S
2514,7:06 a.m.,USFL0248,7:29 a.m.,7:37 p.m.,1:33 p.m.,2013/03/20/gid_2013_03_20_nynmlb_houmlb_1/,Osceola County Stadium,"Kissimmee, FL",8:01 p.m.
2504,7:05 a.m.,USFL0372,7:29 a.m.,7:37 p.m.,1:32 p.m.,2013/03/20/gid_2013_03_20_pitmlb_atlmlb_1/,Champion Stadium,"Lake Buena Vista, FL",8:00 p.m.
2530,6:07 a.m. S,USAZ0162,6:32 a.m. S,6:41 p.m. S,12:36 p.m. S,2013/03/20/gid_2013_03_20_sfnmlb_sdnmlb_1/,Peoria Stadium,"Peoria, AZ",7:06 p.m. S
2519,N/A,USFL0152,N/A,N/A,N/A,2013/03/20/gid_2013_03_20_tbamlb_minmlb_1/,Lee County Sports Complex,"Lee County, FL",N/A
2508,7:11 a.m.,USFL0446,7:34 a.m.,7:42 p.m.,1:37 p.m.,2013/03/20/gid_2013_03_20_tormlb_balmlb_1/,Ed Smith Stadium,"Sarasota, FL",8:05 p.m.
2520,7:01 a.m.,USFL0237,7:24 a.m.,7:32 p.m.,1:28 p.m.,2013/03/20/gid_2013_03_20_wasmlb_miamlb_1/,Roger Dean Stadium,"Jupiter, FL",7:55 p.m.
2603,6:06 a.m. S,USAZ0229,6:31 a.m. S,6:42 p.m. S,12:36 p.m. S,2013/03/21/gid_2013_03_21_anamlb_texmlb_1/,Surprise Stadium,"Surprise, AZ",7:07 p.m. S
2501,6:01 a.m. S,USAZ0247,6:26 a.m. S,6:36 p.m. S,12:31 p.m. S,2013/03/21/gid_2013_03_21_chnmlb_lanmlb_1/,Kino Veterans Memorial Stadium,"Tucson, AZ",7:01 p.m. S
2530,6:06 a.m. S,USAZ0162,6:31 a.m. S,6:42 p.m. S,12:36 p.m. S,2013/03/21/gid_2013_03_21_chnmlb_seamlb_1/,Peoria Stadium,"Peoria, AZ",7:06 p.m. S
4249,6:05 a.m. S,USAZ0207,6:30 a.m. S,6:40 p.m. S,12:35 p.m. S,2013/03/21/gid_2013_03_21_clemlb_arimlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:05 p.m. S
2532,6:05 a.m. S,USAZ0207,6:30 a.m. S,6:40 p.m. S,12:35 p.m. S,2013/03/21/gid_2013_03_21_colmlb_sfnmlb_1/,Scottsdale Stadium,"Scottsdale, AZ",7:05 p.m. S
2511,7:07 a.m.,USFL0267,7:30 a.m.,7:40 p.m.,1:35 p.m.,2013/03/21/gid_2013_03_21_houmlb_detmlb_1/,Joker Marchant Stadium,"Lakeland, FL",8:03 p.m.
3809,6:06 a.m. S,USAZ0083,6:31 a.m. S,6:41 p.m. S,12:36 p.m. S,2013/03/21/gid_2013_03_21_milmlb_chamlb_1/,Camelback Ranch,"Glendale, AZ",7:06 p.m. S
2523,7:09 a.m.,USFL0481,7:32 a.m.,7:42 p.m.,1:37 p.m.,2013/03/21/gid_2013_03_21_minmlb_nyamlb_1/,George M. Steinbrenner Field,"Tampa, FL",8:05 p.m.
3834,6:07 a.m. S,USAZ0087,6:31 a.m. S,6:42 p.m. S,12:36 p.m. S,2013/03/21/gid_2013_03_21_oakmlb_cinmlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:07 p.m. S
4309,7:07 a.m.,USFL0152,7:30 a.m.,7:39 p.m.,1:34 p.m.,2013/03/21/gid_2013_03_21_phimlb_bosmlb_1/,JetBlue Park,"Ft. Myers, FL",8:02 p.m.
2508,7:09 a.m.,USFL0446,7:33 a.m.,7:42 p.m.,1:37 p.m.,2013/03/21/gid_2013_03_21_pitmlb_balmlb_1/,Ed Smith Stadium,"Sarasota, FL",8:05 p.m.
2856,7:01 a.m.,USFL0419,7:24 a.m.,7:33 p.m.,1:28 p.m.,2013/03/21/gid_2013_03_21_slnmlb_nynmlb_1/,Tradition Field,"Port St. Lucie, FL",7:56 p.m.
2534,7:07 a.m.,USFL0415,7:31 a.m.,7:40 p.m.,1:35 p.m.,2013/03/21/gid_2013_03_21_tormlb_tbamlb_1/,Charlotte Sports Park,"Port Charlotte, FL",8:03 p.m.
2504,7:04 a.m.,USFL0372,7:27 a.m.,7:37 p.m.,1:32 p.m.,2013/03/21/gid_2013_03_21_wasmlb_atlmlb_1/,Champion Stadium,"Lake Buena Vista, FL",8:01 p.m.
3834,6:05 a.m. S,USAZ0087,6:30 a.m. S,6:43 p.m. S,12:36 p.m. S,2013/03/22/gid_2013_03_22_arimlb_clemlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:08 p.m. S
2700,7:09 a.m.,USFL0084,7:33 a.m.,7:44 p.m.,1:38 p.m.,2013/03/22/gid_2013_03_22_atlmlb_phimlb_1/,Bright House Field,"Clearwater, FL",8:07 p.m.
2534,7:06 a.m.,USFL0415,7:30 a.m.,7:41 p.m.,1:35 p.m.,2013/03/22/gid_2013_03_22_balmlb_tbamlb_1/,Charlotte Sports Park,"Port Charlotte, FL",8:04 p.m.
2536,7:09 a.m.,USFL0119,7:32 a.m.,7:44 p.m.,1:38 p.m.,2013/03/22/gid_2013_03_22_bosmlb_tormlb_1/,Florida Auto Exchange Stadium,"Dunedin, FL",8:07 p.m.
2524,6:04 a.m. S,USAZ0166,6:29 a.m. S,6:42 p.m. S,12:35 p.m. S,2013/03/22/gid_2013_03_22_chamlb_oakmlb_1/,Phoenix Municipal Stadium,"Phoenix, AZ",7:07 p.m. S
2518,6:04 a.m. S,USAZ0166,6:29 a.m. S,6:42 p.m. S,12:35 p.m. S,2013/03/22/gid_2013_03_22_chnmlb_milmlb_1/,Maryvale Baseball Park,"Phoenix, AZ",7:07 p.m. S
3809,6:05 a.m. S,USAZ0083,6:29 a.m. S,6:42 p.m. S,12:35 p.m. S,2013/03/22/gid_2013_03_22_cinmlb_lanmlb_1/,Camelback Ranch,"Glendale, AZ",7:07 p.m. S
2603,6:05 a.m. S,USAZ0229,6:30 a.m. S,6:43 p.m. S,12:36 p.m. S,2013/03/22/gid_2013_03_22_colmlb_texmlb_1/,Surprise Stadium,"Surprise, AZ",7:08 p.m. S
2513,7:00 a.m.,USFL0579,7:24 a.m.,7:35 p.m.,1:29 p.m.,2013/03/22/gid_2013_03_22_detmlb_wasmlb_1/,Space Coast Stadium,"Viera, FL",7:59 p.m.
2500,6:04 a.m. S,USAZ0233,6:28 a.m. S,6:41 p.m. S,12:34 p.m. S,2013/03/22/gid_2013_03_22_kcamlb_anamlb_1/,Tempe Diablo Stadium,"Tempe, AZ",7:06 p.m. S
2519,7:10 a.m.,USFL0152,7:34 a.m.,7:46 p.m.,1:40 p.m.,2013/03/22/gid_2013_03_22_nyamlb_minmlb_1/,Lee County Sports Complex,"Lee County, FL",8:10 p.m.
2520,6:59 a.m.,USFL0237,7:22 a.m.,7:33 p.m.,1:27 p.m.,2013/03/22/gid_2013_03_22_nynmlb_miamlb_1/,Roger Dean Stadium,"Jupiter, FL",7:56 p.m.
2530,6:05 a.m. S,USAZ0162,6:30 a.m. S,6:42 p.m. S,12:36 p.m. S,2013/03/22/gid_2013_03_22_seamlb_sdnmlb_1/,Peoria Stadium,"Peoria, AZ",7:07 p.m. S
4249,6:03 a.m. S,USAZ0207,6:28 a.m. S,6:41 p.m. S,12:34 p.m. S,2013/03/22/gid_2013_03_22_sfnmlb_colmlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:06 p.m. S
2514,7:03 a.m.,USFL0248,7:27 a.m.,7:38 p.m.,1:32 p.m.,2013/03/22/gid_2013_03_22_slnmlb_houmlb_1/,Osceola County Stadium,"Kissimmee, FL",8:02 p.m.
2526,7:08 a.m.,USFL0047,7:32 a.m.,7:43 p.m.,1:37 p.m.,2013/03/22/gid_2013_03_22_tbamlb_pitmlb_1/,McKechnie Field,"Bradenton, FL",8:06 p.m.
2507,6:02 a.m. S,USAZ0136,6:27 a.m. S,6:41 p.m. S,12:34 p.m. S,2013/03/23/gid_2013_03_23_anamlb_chnmlb_1/,HoHoKam Park,"Mesa, AZ",7:06 p.m. S
2603,6:04 a.m. S,USAZ0229,6:29 a.m. S,6:43 p.m. S,12:36 p.m. S,2013/03/23/gid_2013_03_23_arimlb_kcamlb_1/,Surprise Stadium,"Surprise, AZ",7:08 p.m. S
2536,7:08 a.m.,USFL0119,7:31 a.m.,7:44 p.m.,1:38 p.m.,2013/03/23/gid_2013_03_23_atlmlb_tormlb_1/,Florida Auto Exchange Stadium,"Dunedin, FL",8:08 p.m.
3809,6:03 a.m. S,USAZ0083,6:28 a.m. S,6:43 p.m. S,12:35 p.m. S,2013/03/23/gid_2013_03_23_chamlb_lanmlb_1/,Camelback Ranch,"Glendale, AZ",7:08 p.m. S
2530,6:03 a.m. S,USAZ0162,6:28 a.m. S,6:43 p.m. S,12:35 p.m. S,2013/03/23/gid_2013_03_23_clemlb_seamlb_1/,Peoria Stadium,"Peoria, AZ",7:08 p.m. S
2504,7:02 a.m.,USFL0372,7:25 a.m.,7:38 p.m.,1:31 p.m.,2013/03/23/gid_2013_03_23_houmlb_atlmlb_1/,Champion Stadium,"Lake Buena Vista, FL",8:02 p.m.
2500,6:02 a.m. S,USAZ0233,6:27 a.m. S,6:42 p.m. S,12:34 p.m. S,2013/03/23/gid_2013_03_23_milmlb_anamlb_1/,Tempe Diablo Stadium,"Tempe, AZ",7:07 p.m. S
2534,7:05 a.m.,USFL0415,7:28 a.m.,7:41 p.m.,1:35 p.m.,2013/03/23/gid_2013_03_23_minmlb_tbamlb_1/,Charlotte Sports Park,"Port Charlotte, FL",8:04 p.m.
2511,7:05 a.m.,USFL0267,7:28 a.m.,7:41 p.m.,1:34 p.m.,2013/03/23/gid_2013_03_23_nyamlb_detmlb_1/,Joker Marchant Stadium,"Lakeland, FL",8:04 p.m.
2532,6:02 a.m. S,USAZ0207,6:27 a.m. S,6:42 p.m. S,12:34 p.m. S,2013/03/23/gid_2013_03_23_oakmlb_sfnmlb_1/,Scottsdale Stadium,"Scottsdale, AZ",7:07 p.m. S
2508,7:07 a.m.,USFL0446,7:30 a.m.,7:43 p.m.,1:37 p.m.,2013/03/23/gid_2013_03_23_phimlb_balmlb_1/,Ed Smith Stadium,"Sarasota, FL",8:06 p.m.
4309,7:05 a.m.,USFL0152,7:28 a.m.,7:40 p.m.,1:34 p.m.,2013/03/23/gid_2013_03_23_pitmlb_bosmlb_1/,JetBlue Park,"Ft. Myers, FL",8:03 p.m.
4249,6:02 a.m. S,USAZ0207,6:27 a.m. S,6:42 p.m. S,12:34 p.m. S,2013/03/23/gid_2013_03_23_sdnmlb_colmlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:07 p.m. S
2520,6:58 a.m.,USFL0237,7:21 a.m.,7:33 p.m.,1:27 p.m.,2013/03/23/gid_2013_03_23_slnmlb_miamlb_1/,Roger Dean Stadium,"Jupiter, FL",7:57 p.m.
3834,6:04 a.m. S,USAZ0087,6:29 a.m. S,6:44 p.m. S,12:36 p.m. S,2013/03/23/gid_2013_03_23_texmlb_cinmlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:08 p.m. S
2856,6:58 a.m.,USFL0419,7:22 a.m.,7:34 p.m.,1:28 p.m.,2013/03/23/gid_2013_03_23_wasmlb_nynmlb_1/,Tradition Field,"Port St. Lucie, FL",7:57 p.m.
2513,6:58 a.m.,USFL0579,7:22 a.m.,7:36 p.m.,1:29 p.m.,2013/03/24/gid_2013_03_24_atlmlb_wasmlb_1/,Space Coast Stadium,"Viera, FL",8:00 p.m.
2526,7:06 a.m.,USFL0047,7:29 a.m.,7:44 p.m.,1:36 p.m.,2013/03/24/gid_2013_03_24_balmlb_pitmlb_1/,McKechnie Field,"Bradenton, FL",8:07 p.m.
2700,7:07 a.m.,USFL0084,7:30 a.m.,7:45 p.m.,1:37 p.m.,2013/03/24/gid_2013_03_24_bosmlb_phimlb_1/,Bright House Field,"Clearwater, FL",8:08 p.m.
3834,6:03 a.m. S,USAZ0087,6:27 a.m. S,6:44 p.m. S,12:36 p.m. S,2013/03/24/gid_2013_03_24_chnmlb_clemlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:09 p.m. S
2603,6:02 a.m. S,USAZ0229,6:27 a.m. S,6:44 p.m. S,12:35 p.m. S,2013/03/24/gid_2013_03_24_cinmlb_texmlb_1/,Surprise Stadium,"Surprise, AZ",7:09 p.m. S
2518,6:01 a.m. S,USAZ0166,6:26 a.m. S,6:43 p.m. S,12:34 p.m. S,2013/03/24/gid_2013_03_24_colmlb_milmlb_1/,Maryvale Baseball Park,"Phoenix, AZ",7:08 p.m. S
2856,6:57 a.m.,USFL0419,7:20 a.m.,7:35 p.m.,1:27 p.m.,2013/03/24/gid_2013_03_24_detmlb_nynmlb_1/,Tradition Field,"Port St. Lucie, FL",7:58 p.m.
3809,6:02 a.m. S,USAZ0083,6:27 a.m. S,6:44 p.m. S,12:35 p.m. S,2013/03/24/gid_2013_03_24_kcamlb_chamlb_1/,Camelback Ranch,"Glendale, AZ",7:08 p.m. S
2524,6:01 a.m. S,USAZ0166,6:26 a.m. S,6:43 p.m. S,12:34 p.m. S,2013/03/24/gid_2013_03_24_lanmlb_oakmlb_1/,Phoenix Municipal Stadium,"Phoenix, AZ",7:08 p.m. S
2514,7:01 a.m.,USFL0248,7:25 a.m.,7:39 p.m.,1:32 p.m.,2013/03/24/gid_2013_03_24_miamlb_houmlb_1/,Osceola County Stadium,"Kissimmee, FL",8:03 p.m.
2530,6:02 a.m. S,USAZ0162,6:27 a.m. S,6:44 p.m. S,12:35 p.m. S,2013/03/24/gid_2013_03_24_milmlb_sdnmlb_1/,Peoria Stadium,"Peoria, AZ",7:09 p.m. S
2520,6:56 a.m.,USFL0237,7:20 a.m.,7:34 p.m.,1:27 p.m.,2013/03/24/gid_2013_03_24_nynmlb_slnmlb_1/,Roger Dean Stadium,"Jupiter, FL",7:57 p.m.
4249,6:01 a.m. S,USAZ0207,6:26 a.m. S,6:43 p.m. S,12:34 p.m. S,2013/03/24/gid_2013_03_24_seamlb_arimlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:07 p.m. S
2500,6:01 a.m. S,USAZ0233,6:26 a.m. S,6:43 p.m. S,12:34 p.m. S,2013/03/24/gid_2013_03_24_sfnmlb_anamlb_1/,Tempe Diablo Stadium,"Tempe, AZ",7:07 p.m. S
2523,7:06 a.m.,USFL0481,7:29 a.m.,7:44 p.m.,1:36 p.m.,2013/03/24/gid_2013_03_24_tbamlb_nyamlb_1/,George M. Steinbrenner Field,"Tampa, FL",8:07 p.m.
2519,7:08 a.m.,USFL0152,7:32 a.m.,7:47 p.m.,1:39 p.m.,2013/03/24/gid_2013_03_24_tormlb_minmlb_1/,Lee County Sports Complex,"Lee County, FL",8:11 p.m.
3809,6:00 a.m. S,USAZ0083,6:25 a.m. S,6:44 p.m. S,12:35 p.m. S,2013/03/25/gid_2013_03_25_anamlb_chamlb_1/,Camelback Ranch,"Glendale, AZ",7:09 p.m. S
2508,7:05 a.m.,USFL0446,7:28 a.m.,7:44 p.m.,1:36 p.m.,2013/03/25/gid_2013_03_25_bosmlb_balmlb_1/,Ed Smith Stadium,"Sarasota, FL",8:07 p.m.
4249,5:59 a.m. S,USAZ0207,6:24 a.m. S,6:43 p.m. S,12:33 p.m. S,2013/03/25/gid_2013_03_25_clemlb_colmlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:08 p.m. S
2520,6:55 a.m.,USFL0237,7:19 a.m.,7:34 p.m.,1:26 p.m.,2013/03/25/gid_2013_03_25_detmlb_miamlb_1/,Roger Dean Stadium,"Jupiter, FL",7:58 p.m.
2603,6:01 a.m. S,USAZ0229,6:26 a.m. S,6:45 p.m. S,12:35 p.m. S,2013/03/25/gid_2013_03_25_lanmlb_kcamlb_1/,Surprise Stadium,"Surprise, AZ",7:10 p.m. S
2524,6:00 a.m. S,USAZ0166,6:25 a.m. S,6:44 p.m. S,12:34 p.m. S,2013/03/25/gid_2013_03_25_milmlb_oakmlb_1/,Phoenix Municipal Stadium,"Phoenix, AZ",7:09 p.m. S
2504,6:59 a.m.,USFL0372,7:23 a.m.,7:39 p.m.,1:31 p.m.,2013/03/25/gid_2013_03_25_nynmlb_atlmlb_1/,Champion Stadium,"Lake Buena Vista, FL",8:03 p.m.
2536,7:06 a.m.,USFL0119,7:29 a.m.,7:45 p.m.,1:37 p.m.,2013/03/25/gid_2013_03_25_phimlb_tormlb_1/,Florida Auto Exchange Stadium,"Dunedin, FL",8:09 p.m.
2534,7:03 a.m.,USFL0415,7:26 a.m.,7:42 p.m.,1:34 p.m.,2013/03/25/gid_2013_03_25_pitmlb_tbamlb_1/,Charlotte Sports Park,"Port Charlotte, FL",8:05 p.m.
3834,6:01 a.m. S,USAZ0087,6:26 a.m. S,6:45 p.m. S,12:35 p.m. S,2013/03/25/gid_2013_03_25_seamlb_cinmlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:10 p.m. S
2507,5:59 a.m. S,USAZ0136,6:24 a.m. S,6:43 p.m. S,12:33 p.m. S,2013/03/25/gid_2013_03_25_sfnmlb_chnmlb_1/,HoHoKam Park,"Mesa, AZ",7:08 p.m. S
2519,7:07 a.m.,USFL0152,7:31 a.m.,7:48 p.m.,1:39 p.m.,2013/03/25/gid_2013_03_25_slnmlb_minmlb_1/,Lee County Sports Complex,"Lee County, FL",8:12 p.m.
2530,6:01 a.m. S,USAZ0162,6:26 a.m. S,6:45 p.m. S,12:35 p.m. S,2013/03/25/gid_2013_03_25_texmlb_sdnmlb_1/,Peoria Stadium,"Peoria, AZ",7:09 p.m. S
2514,7:00 a.m.,USFL0248,7:24 a.m.,7:40 p.m.,1:31 p.m.,2013/03/25/gid_2013_03_25_wasmlb_houmlb_1/,Osceola County Stadium,"Kissimmee, FL",8:03 p.m.
4249,5:58 a.m. S,USAZ0207,6:23 a.m. S,6:44 p.m. S,12:33 p.m. S,2013/03/26/gid_2013_03_26_anamlb_arimlb_1/,Salt River Fields at Talking Stick,"Scottsdale, AZ",7:09 p.m. S
2511,7:01 a.m.,USFL0267,7:25 a.m.,7:43 p.m.,1:33 p.m.,2013/03/26/gid_2013_03_26_atlmlb_detmlb_1/,Joker Marchant Stadium,"Lakeland, FL",8:06 p.m.
2519,7:05 a.m.,USFL0152,7:29 a.m.,7:49 p.m.,1:39 p.m.,2013/03/26/gid_2013_03_26_balmlb_minmlb_1/,Lee County Sports Complex,"Lee County, FL",8:13 p.m.
2603,6:00 a.m. S,USAZ0229,6:25 a.m. S,6:46 p.m. S,12:35 p.m. S,2013/03/26/gid_2013_03_26_chamlb_texmlb_1/,Surprise Stadium,"Surprise, AZ",7:11 p.m. S
2507,5:58 a.m. S,USAZ0136,6:23 a.m. S,6:44 p.m. S,12:33 p.m. S,2013/03/26/gid_2013_03_26_cinmlb_chnmlb_1/,HoHoKam Park,"Mesa, AZ",7:08 p.m. S
3809,5:59 a.m. S,USAZ0083,6:24 a.m. S,6:45 p.m. S,12:34 p.m. S,2013/03/26/gid_2013_03_26_colmlb_lanmlb_1/,Camelback Ranch,"Glendale, AZ",7:10 p.m. S
2523,7:03 a.m.,USFL0481,7:27 a.m.,7:45 p.m.,1:35 p.m.,2013/03/26/gid_2013_03_26_houmlb_nyamlb_1/,George M. Steinbrenner Field,"Tampa, FL",8:08 p.m.
2530,5:59 a.m. S,USAZ0162,6:24 a.m. S,6:45 p.m. S,12:34 p.m. S,2013/03/26/gid_2013_03_26_kcamlb_seamlb_1/,Peoria Stadium,"Peoria, AZ",7:10 p.m. S
3834,6:00 a.m. S,USAZ0087,6:25 a.m. S,6:46 p.m. S,12:35 p.m. S,2013/03/26/gid_2013_03_26_oakmlb_clemlb_1/,Goodyear Ballpark,"Goodyear, AZ",7:11 p.m. S
2536,7:04 a.m.,USFL0119,7:28 a.m.,7:46 p.m.,1:37 p.m.,2013/03/26/gid_2013_03_26_pitmlb_tormlb_1/,Florida Auto Exchange Stadium,"Dunedin, FL",8:09 p.m.
2532,5:58 a.m. S,USAZ0207,6:23 a.m. S,6:44 p.m. S,12:33 p.m. S,2013/03/26/gid_2013_03_26_sdnmlb_sfnmlb_1/,Scottsdale Stadium,"Scottsdale, AZ",7:09 p.m. S
