home_team_code,venue_id,home_wins,away_team_code,status_ind,home_id,game_id,away_wins,game_pk,date,home_sname,home_sport_code,away_id,away_sname,away_loss,home_loss,away_fname,home_fname,venue_name
bal,2,50,ana,F,110,2016/07/09/gid_2016_07_09_anamlb_balmlb_1/,37,448177,"July 9, 2016",Baltimore,mlb,108,LA Angels,51,36,Los Angeles Angels,Baltimore Orioles,Oriole Park at Camden Yards
sfn,2395,56,ari,F,137,2016/07/09/gid_2016_07_09_arimlb_sfnmlb_1/,38,448172,"July 9, 2016",San Francisco,mlb,109,Arizona,51,33,Arizona Diamondbacks,San Francisco Giants,AT&T Park
cha,4,45,atl,F,145,2016/07/09/gid_2016_07_09_atlmlb_chamlb_1/,30,448173,"July 9, 2016",Chi White Sox,mlb,144,Atlanta,58,42,Atlanta Braves,Chicago White Sox,Guaranteed Rate Field
pit,31,46,chn,F,134,2016/07/09/gid_2016_07_09_chnmlb_pitmlb_1/,52,448174,"July 9, 2016",Pittsburgh,mlb,112,Chi Cubs,35,42,Chicago Cubs,Pittsburgh Pirates,PNC Park
mia,4169,46,cin,F,146,2016/07/09/gid_2016_07_09_cinmlb_miamlb_1/,32,448175,"July 9, 2016",Miami,mlb,113,Cincinnati,56,41,Cincinnati Reds,Miami Marlins,Marlins Park
tor,14,50,det,F,141,2016/07/09/gid_2016_07_09_detmlb_tormlb_1/,46,448176,"July 9, 2016",Toronto,mlb,116,Detroit,42,40,Detroit Tigers,Toronto Blue Jays,Rogers Centre
tex,13,54,min,F,140,2016/07/09/gid_2016_07_09_minmlb_texmlb_1/,31,448178,"July 9, 2016",Texas,mlb,142,Minnesota,56,35,Minnesota Twins,Texas Rangers,Globe Life Park in Arlington
cle,5,52,nya,F,114,2016/07/09/gid_2016_07_09_nyamlb_clemlb_1/,43,448179,"July 9, 2016",Cleveland,mlb,147,NY Yankees,44,35,New York Yankees,Cleveland Indians,Progressive Field
hou,2392,47,oak,F,117,2016/07/09/gid_2016_07_09_oakmlb_houmlb_1/,38,448180,"July 9, 2016",Houston,mlb,133,Oakland,50,41,Oakland Athletics,Houston Astros,Minute Maid Park
col,19,40,phi,F,115,2016/07/09/gid_2016_07_09_phimlb_colmlb_1/,41,448181,"July 9, 2016",Colorado,mlb,143,Philadelphia,48,47,Philadelphia Phillies,Colorado Rockies,Coors Field
lan,22,50,sdn,F,119,2016/07/09/gid_2016_07_09_sdnmlb_lanmlb_1/,38,448182,"July 9, 2016",LA Dodgers,mlb,135,San Diego,50,40,San Diego Padres,Los Angeles Dodgers,Dodger Stadium
kca,7,45,sea,F,118,2016/07/09/gid_2016_07_09_seamlb_kcamlb_1/,44,448183,"July 9, 2016",Kansas City,mlb,136,Seattle,44,42,Seattle Mariners,Kansas City Royals,Kauffman Stadium
mil,32,38,sln,F,158,2016/07/09/gid_2016_07_09_slnmlb_milmlb_1/,45,448184,"July 9, 2016",Milwaukee,mlb,138,St. Louis,42,48,St. Louis Cardinals,Milwaukee Brewers,Miller Park
bos,3,48,tba,F,111,2016/07/09/gid_2016_07_09_tbamlb_bosmlb_1/,34,448185,"July 9, 2016",Boston,mlb,139,Tampa Bay,53,38,Tampa Bay Rays,Boston Red Sox,Fenway Park
nyn,3289,47,was,F,121,2016/07/09/gid_2016_07_09_wasmlb_nynmlb_1/,53,448186,"July 9, 2016",NY Mets,mlb,120,Washington,36,40,Washington Nationals,New York Mets,Citi Field
bal,2,51,ana,F,110,2016/07/10/gid_2016_07_10_anamlb_balmlb_1/,37,448192,"July 10, 2016",Baltimore,mlb,108,LA Angels,52,36,Los Angeles Angels,Baltimore Orioles,Oriole Park at Camden Yards
sfn,2395,57,ari,F,137,2016/07/10/gid_2016_07_10_arimlb_sfnmlb_1/,38,448187,"July 10, 2016",San Francisco,mlb,109,Arizona,52,33,Arizona Diamondbacks,San Francisco Giants,AT&T Park
cha,4,45,atl,F,145,2016/07/10/gid_2016_07_10_atlmlb_chamlb_1/,31,448188,"July 10, 2016",Chi White Sox,mlb,144,Atlanta,58,43,Atlanta Braves,Chicago White Sox,Guaranteed Rate Field
pit,31,46,chn,F,134,2016/07/10/gid_2016_07_10_chnmlb_pitmlb_1/,53,448189,"July 10, 2016",Pittsburgh,mlb,112,Chi Cubs,35,43,Chicago Cubs,Pittsburgh Pirates,PNC Park
mia,4169,47,cin,F,146,2016/07/10/gid_2016_07_10_cinmlb_miamlb_1/,32,448190,"July 10, 2016",Miami,mlb,113,Cincinnati,57,41,Cincinnati Reds,Miami Marlins,Marlins Park
tor,14,51,det,F,141,2016/07/10/gid_2016_07_10_detmlb_tormlb_1/,46,448191,"July 10, 2016",Toronto,mlb,116,Detroit,43,40,Detroit Tigers,Toronto Blue Jays,Rogers Centre
tex,13,54,min,F,140,2016/07/10/gid_2016_07_10_minmlb_texmlb_1/,32,448193,"July 10, 2016",Texas,mlb,142,Minnesota,56,36,Minnesota Twins,Texas Rangers,Globe Life Park in Arlington
cle,5,52,nya,F,114,2016/07/10/gid_2016_07_10_nyamlb_clemlb_1/,44,448194,"July 10, 2016",Cleveland,mlb,147,NY Yankees,44,36,New York Yankees,Cleveland Indians,Progressive Field
hou,2392,48,oak,F,117,2016/07/10/gid_2016_07_10_oakmlb_houmlb_1/,38,448195,"July 10, 2016",Houston,mlb,133,Oakland,51,41,Oakland Athletics,Houston Astros,Minute Maid Park
col,19,40,phi,F,115,2016/07/10/gid_2016_07_10_phimlb_colmlb_1/,42,448196,"July 10, 2016",Colorado,mlb,143,Philadelphia,48,48,Philadelphia Phillies,Colorado Rockies,Coors Field
lan,22,51,sdn,F,119,2016/07/10/gid_2016_07_10_sdnmlb_lanmlb_1/,38,448197,"July 10, 2016",LA Dodgers,mlb,135,San Diego,51,40,San Diego Padres,Los Angeles Dodgers,Dodger Stadium
kca,7,45,sea,F,118,2016/07/10/gid_2016_07_10_seamlb_kcamlb_1/,45,448198,"July 10, 2016",Kansas City,mlb,136,Seattle,44,43,Seattle Mariners,Kansas City Royals,Kauffman Stadium
mil,32,38,sln,F,158,2016/07/10/gid_2016_07_10_slnmlb_milmlb_1/,46,448199,"July 10, 2016",Milwaukee,mlb,138,St. Louis,42,49,St. Louis Cardinals,Milwaukee Brewers,Miller Park
bos,3,49,tba,F,111,2016/07/10/gid_2016_07_10_tbamlb_bosmlb_1/,34,448200,"July 10, 2016",Boston,mlb,139,Tampa Bay,54,38,Tampa Bay Rays,Boston Red Sox,Fenway Park
nyn,3289,47,was,F,121,2016/07/10/gid_2016_07_10_wasmlb_nynmlb_1/,54,448201,"July 10, 2016",NY Mets,mlb,120,Washington,36,41,Washington Nationals,New York Mets,Citi Field
aas,2680,1,nas,F,159,2016/07/12/gid_2016_07_12_nasmlb_aasmlb_1/,0,448202,"July 12, 2016",AL All-Stars,mlb,160,NL All-Stars,1,0,National League All-Stars,American League All-Stars,Petco Park
tba,12,34,bal,F,139,2016/07/15/gid_2016_07_15_balmlb_tbamlb_1/,52,448203,"July 15, 2016",Tampa Bay,mlb,110,Baltimore,36,55,Baltimore Orioles,Tampa Bay Rays,Tropicana Field
nya,3313,44,bos,F,147,2016/07/15/gid_2016_07_15_bosmlb_nyamlb_1/,50,448204,"July 15, 2016",NY Yankees,mlb,111,Boston,38,45,Boston Red Sox,New York Yankees,Yankee Stadium
ana,1,38,cha,F,108,2016/07/15/gid_2016_07_15_chamlb_anamlb_1/,45,448205,"July 15, 2016",LA Angels,mlb,145,Chi White Sox,44,52,Chicago White Sox,Los Angeles Angels,Angel Stadium of Anaheim
min,3312,32,cle,F,142,2016/07/15/gid_2016_07_15_clemlb_minmlb_1/,53,448206,"July 15, 2016",Minnesota,mlb,114,Cleveland,36,57,Cleveland Indians,Minnesota Twins,Target Field
atl,16,31,col,F,144,2016/07/15/gid_2016_07_15_colmlb_atlmlb_1/,41,448207,"July 15, 2016",Atlanta,mlb,115,Colorado,48,59,Colorado Rockies,Atlanta Braves,Turner Field
sea,680,45,hou,F,136,2016/07/15/gid_2016_07_15_houmlb_seamlb_1/,49,448208,"July 15, 2016",Seattle,mlb,117,Houston,41,45,Houston Astros,Seattle Mariners,Safeco Field
det,2394,47,kca,F,116,2016/07/15/gid_2016_07_15_kcamlb_detmlb_1/,45,448209,"July 15, 2016",Detroit,mlb,118,Kansas City,44,43,Kansas City Royals,Detroit Tigers,Comerica Park
ari,15,38,lan,F,109,2016/07/15/gid_2016_07_15_lanmlb_arimlb_1/,52,448210,"July 15, 2016",Arizona,mlb,119,LA Dodgers,40,53,Los Angeles Dodgers,Arizona Diamondbacks,Chase Field
sln,2889,46,mia,F,138,2016/07/15/gid_2016_07_15_miamlb_slnmlb_1/,48,448211,"July 15, 2016",St. Louis,mlb,146,Miami,41,43,Miami Marlins,St. Louis Cardinals,Busch Stadium
cin,2602,33,mil,F,113,2016/07/15/gid_2016_07_15_milmlb_cinmlb_1/,38,448212,"July 15, 2016",Cincinnati,mlb,158,Milwaukee,50,57,Milwaukee Brewers,Cincinnati Reds,Great American Ball Park
phi,2681,42,nyn,F,143,2016/07/15/gid_2016_07_15_nynmlb_phimlb_1/,48,448213,"July 15, 2016",Philadelphia,mlb,121,NY Mets,41,49,New York Mets,Philadelphia Phillies,Citizens Bank Park
was,3309,55,pit,F,120,2016/07/15/gid_2016_07_15_pitmlb_wasmlb_1/,46,448214,"July 15, 2016",Washington,mlb,134,Pittsburgh,44,36,Pittsburgh Pirates,Washington Nationals,Nationals Park
sdn,2680,39,sfn,F,135,2016/07/15/gid_2016_07_15_sfnmlb_sdnmlb_1/,57,448215,"July 15, 2016",San Diego,mlb,137,San Francisco,34,51,San Francisco Giants,San Diego Padres,Petco Park
chn,17,54,tex,F,112,2016/07/15/gid_2016_07_15_texmlb_chnmlb_1/,54,448216,"July 15, 2016",Chi Cubs,mlb,140,Texas,37,35,Texas Rangers,Chicago Cubs,Wrigley Field
oak,10,39,tor,F,133,2016/07/15/gid_2016_07_15_tormlb_oakmlb_1/,51,448217,"July 15, 2016",Oakland,mlb,141,Toronto,41,51,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum
tba,12,34,bal,F,139,2016/07/16/gid_2016_07_16_balmlb_tbamlb_1/,53,448218,"July 16, 2016",Tampa Bay,mlb,110,Baltimore,36,56,Baltimore Orioles,Tampa Bay Rays,Tropicana Field
nya,3313,44,bos,F,147,2016/07/16/gid_2016_07_16_bosmlb_nyamlb_1/,51,448219,"July 16, 2016",NY Yankees,mlb,111,Boston,38,46,Boston Red Sox,New York Yankees,Yankee Stadium
ana,1,39,cha,F,108,2016/07/16/gid_2016_07_16_chamlb_anamlb_1/,45,448220,"July 16, 2016",LA Angels,mlb,145,Chi White Sox,45,52,Chicago White Sox,Los Angeles Angels,Angel Stadium of Anaheim
min,3312,33,cle,F,142,2016/07/16/gid_2016_07_16_clemlb_minmlb_1/,53,448221,"July 16, 2016",Minnesota,mlb,114,Cleveland,37,57,Cleveland Indians,Minnesota Twins,Target Field
atl,16,31,col,F,144,2016/07/16/gid_2016_07_16_colmlb_atlmlb_1/,42,448222,"July 16, 2016",Atlanta,mlb,115,Colorado,48,60,Colorado Rockies,Atlanta Braves,Turner Field
sea,680,46,hou,F,136,2016/07/16/gid_2016_07_16_houmlb_seamlb_1/,49,448223,"July 16, 2016",Seattle,mlb,117,Houston,42,45,Houston Astros,Seattle Mariners,Safeco Field
det,2394,47,kca,F,116,2016/07/16/gid_2016_07_16_kcamlb_detmlb_1/,46,448224,"July 16, 2016",Detroit,mlb,118,Kansas City,44,44,Kansas City Royals,Detroit Tigers,Comerica Park
ari,15,39,lan,F,109,2016/07/16/gid_2016_07_16_lanmlb_arimlb_1/,52,448225,"July 16, 2016",Arizona,mlb,119,LA Dodgers,41,53,Los Angeles Dodgers,Arizona Diamondbacks,Chase Field
sln,2889,47,mia,F,138,2016/07/16/gid_2016_07_16_miamlb_slnmlb_1/,48,448226,"July 16, 2016",St. Louis,mlb,146,Miami,42,43,Miami Marlins,St. Louis Cardinals,Busch Stadium
cin,2602,33,mil,F,113,2016/07/16/gid_2016_07_16_milmlb_cinmlb_1/,39,448227,"July 16, 2016",Cincinnati,mlb,158,Milwaukee,50,58,Milwaukee Brewers,Cincinnati Reds,Great American Ball Park
phi,2681,43,nyn,F,143,2016/07/16/gid_2016_07_16_nynmlb_phimlb_1/,48,448228,"July 16, 2016",Philadelphia,mlb,121,NY Mets,42,49,New York Mets,Philadelphia Phillies,Citizens Bank Park
was,3309,56,pit,F,120,2016/07/16/gid_2016_07_16_pitmlb_wasmlb_1/,46,448229,"July 16, 2016",Washington,mlb,134,Pittsburgh,45,36,Pittsburgh Pirates,Washington Nationals,Nationals Park
sdn,2680,40,sfn,F,135,2016/07/16/gid_2016_07_16_sfnmlb_sdnmlb_1/,57,448230,"July 16, 2016",San Diego,mlb,137,San Francisco,35,51,San Francisco Giants,San Diego Padres,Petco Park
chn,17,55,tex,F,112,2016/07/16/gid_2016_07_16_texmlb_chnmlb_1/,54,448231,"July 16, 2016",Chi Cubs,mlb,140,Texas,38,35,Texas Rangers,Chicago Cubs,Wrigley Field
oak,10,40,tor,F,133,2016/07/16/gid_2016_07_16_tormlb_oakmlb_1/,51,448232,"July 16, 2016",Oakland,mlb,141,Toronto,42,51,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum
tba,12,35,bal,F,139,2016/07/17/gid_2016_07_17_balmlb_tbamlb_1/,53,448233,"July 17, 2016",Tampa Bay,mlb,110,Baltimore,37,56,Baltimore Orioles,Tampa Bay Rays,Tropicana Field
nya,3313,45,bos,F,147,2016/07/17/gid_2016_07_17_bosmlb_nyamlb_1/,51,448234,"July 17, 2016",NY Yankees,mlb,111,Boston,39,46,Boston Red Sox,New York Yankees,Yankee Stadium
ana,1,40,cha,F,108,2016/07/17/gid_2016_07_17_chamlb_anamlb_1/,45,448235,"July 17, 2016",LA Angels,mlb,145,Chi White Sox,46,52,Chicago White Sox,Los Angeles Angels,Angel Stadium of Anaheim
min,3312,33,cle,F,142,2016/07/17/gid_2016_07_17_clemlb_minmlb_1/,54,448236,"July 17, 2016",Minnesota,mlb,114,Cleveland,37,58,Cleveland Indians,Minnesota Twins,Target Field
atl,16,32,col,F,144,2016/07/17/gid_2016_07_17_colmlb_atlmlb_1/,42,448237,"July 17, 2016",Atlanta,mlb,115,Colorado,49,60,Colorado Rockies,Atlanta Braves,Turner Field
sea,680,46,hou,F,136,2016/07/17/gid_2016_07_17_houmlb_seamlb_1/,50,448238,"July 17, 2016",Seattle,mlb,117,Houston,42,46,Houston Astros,Seattle Mariners,Safeco Field
det,2394,48,kca,F,116,2016/07/17/gid_2016_07_17_kcamlb_detmlb_1/,46,448239,"July 17, 2016",Detroit,mlb,118,Kansas City,45,44,Kansas City Royals,Detroit Tigers,Comerica Park
ari,15,40,lan,F,109,2016/07/17/gid_2016_07_17_lanmlb_arimlb_1/,52,448240,"July 17, 2016",Arizona,mlb,119,LA Dodgers,42,53,Los Angeles Dodgers,Arizona Diamondbacks,Chase Field
sln,2889,47,mia,F,138,2016/07/17/gid_2016_07_17_miamlb_slnmlb_1/,49,448241,"July 17, 2016",St. Louis,mlb,146,Miami,42,44,Miami Marlins,St. Louis Cardinals,Busch Stadium
cin,2602,34,mil,F,113,2016/07/17/gid_2016_07_17_milmlb_cinmlb_1/,39,448242,"July 17, 2016",Cincinnati,mlb,158,Milwaukee,51,58,Milwaukee Brewers,Cincinnati Reds,Great American Ball Park
phi,2681,43,nyn,F,143,2016/07/17/gid_2016_07_17_nynmlb_phimlb_1/,49,448243,"July 17, 2016",Philadelphia,mlb,121,NY Mets,42,50,New York Mets,Philadelphia Phillies,Citizens Bank Park
was,3309,56,pit,F,120,2016/07/17/gid_2016_07_17_pitmlb_wasmlb_1/,47,448244,"July 17, 2016",Washington,mlb,134,Pittsburgh,45,37,Pittsburgh Pirates,Washington Nationals,Nationals Park
sdn,2680,41,sfn,F,135,2016/07/17/gid_2016_07_17_sfnmlb_sdnmlb_1/,57,448245,"July 17, 2016",San Diego,mlb,137,San Francisco,36,51,San Francisco Giants,San Diego Padres,Petco Park
chn,17,55,tex,F,112,2016/07/17/gid_2016_07_17_texmlb_chnmlb_1/,55,448246,"July 17, 2016",Chi Cubs,mlb,140,Texas,38,36,Texas Rangers,Chicago Cubs,Wrigley Field
oak,10,40,tor,F,133,2016/07/17/gid_2016_07_17_tormlb_oakmlb_1/,52,448247,"July 17, 2016",Oakland,mlb,141,Toronto,42,52,Toronto Blue Jays,Oakland Athletics,Oakland Coliseum
cin,2602,35,atl,F,113,2016/07/18/gid_2016_07_18_atlmlb_cinmlb_1/,32,448248,"July 18, 2016",Cincinnati,mlb,144,Atlanta,61,58,Atlanta Braves,Cincinnati Reds,Great American Ball Park
nya,3313,46,bal,F,147,2016/07/18/gid_2016_07_18_balmlb_nyamlb_1/,53,448249,"July 18, 2016",NY Yankees,mlb,110,Baltimore,38,46,Baltimore Orioles,New York Yankees,Yankee Stadium
sea,680,47,cha,F,136,2016/07/18/gid_2016_07_18_chamlb_seamlb_1/,45,448250,"July 18, 2016",Seattle,mlb,145,Chi White Sox,47,46,Chicago White Sox,Seattle Mariners,Safeco Field
kca,7,47,cle,F,118,2016/07/18/gid_2016_07_18_clemlb_kcamlb_1/,54,448251,"July 18, 2016",Kansas City,mlb,114,Cleveland,38,45,Cleveland Indians,Kansas City Royals,Kauffman Stadium
oak,10,41,hou,F,133,2016/07/18/gid_2016_07_18_houmlb_oakmlb_1/,50,448252,"July 18, 2016",Oakland,mlb,117,Houston,43,52,Houston Astros,Oakland Athletics,Oakland Coliseum
phi,2681,43,mia,F,143,2016/07/18/gid_2016_07_18_miamlb_phimlb_1/,50,448253,"July 18, 2016",Philadelphia,mlb,146,Miami,42,51,Miami Marlins,Philadelphia Phillies,Citizens Bank Park
det,2394,49,min,F,116,2016/07/18/gid_2016_07_18_minmlb_detmlb_1/,33,448254,"July 18, 2016",Detroit,mlb,142,Minnesota,59,44,Minnesota Twins,Detroit Tigers,Comerica Park
chn,17,56,nyn,F,112,2016/07/18/gid_2016_07_18_nynmlb_chnmlb_1/,49,448255,"July 18, 2016",Chi Cubs,mlb,121,NY Mets,43,36,New York Mets,Chicago Cubs,Wrigley Field
sln,2889,48,sdn,F,138,2016/07/18/gid_2016_07_18_sdnmlb_slnmlb_1/,41,448256,"July 18, 2016",St. Louis,mlb,135,San Diego,52,44,San Diego Padres,St. Louis Cardinals,Busch Stadium
col,19,43,tba,F,115,2016/07/18/gid_2016_07_18_tbamlb_colmlb_1/,35,448257,"July 18, 2016",Colorado,mlb,139,Tampa Bay,57,49,Tampa Bay Rays,Colorado Rockies,Coors Field
ana,1,41,tex,F,108,2016/07/18/gid_2016_07_18_texmlb_anamlb_1/,55,448258,"July 18, 2016",LA Angels,mlb,140,Texas,39,52,Texas Rangers,Los Angeles Angels,Angel Stadium of Anaheim
cin,2602,35,atl,F,113,2016/07/19/gid_2016_07_19_atlmlb_cinmlb_1/,33,448259,"July 19, 2016",Cincinnati,mlb,144,Atlanta,61,59,Atlanta Braves,Cincinnati Reds,Great American Ball Park
nya,3313,47,bal,F,147,2016/07/19/gid_2016_07_19_balmlb_nyamlb_1/,53,448260,"July 19, 2016",NY Yankees,mlb,110,Baltimore,39,46,Baltimore Orioles,New York Yankees,Yankee Stadium
sea,680,47,cha,F,136,2016/07/19/gid_2016_07_19_chamlb_seamlb_1/,46,448261,"July 19, 2016",Seattle,mlb,145,Chi White Sox,47,47,Chicago White Sox,Seattle Mariners,Safeco Field
kca,7,47,cle,F,118,2016/07/19/gid_2016_07_19_clemlb_kcamlb_1/,55,448262,"July 19, 2016",Kansas City,mlb,114,Cleveland,38,46,Cleveland Indians,Kansas City Royals,Kauffman Stadium
oak,10,42,hou,F,133,2016/07/19/gid_2016_07_19_houmlb_oakmlb_1/,50,448263,"July 19, 2016",Oakland,mlb,117,Houston,44,52,Houston Astros,Oakland Athletics,Oakland Coliseum
was,3309,56,lan,F,120,2016/07/19/gid_2016_07_19_lanmlb_wasmlb_1/,53,448264,"July 19, 2016",Washington,mlb,119,LA Dodgers,42,38,Los Angeles Dodgers,Washington Nationals,Nationals Park
phi,2681,43,mia,F,143,2016/07/19/gid_2016_07_19_miamlb_phimlb_1/,51,448265,"July 19, 2016",Philadelphia,mlb,146,Miami,42,52,Miami Marlins,Philadelphia Phillies,Citizens Bank Park
pit,31,48,mil,F,134,2016/07/19/gid_2016_07_19_milmlb_pitmlb_1/,39,448266,"July 19, 2016",Pittsburgh,mlb,158,Milwaukee,52,45,Milwaukee Brewers,Pittsburgh Pirates,PNC Park
det,2394,49,min,F,116,2016/07/19/gid_2016_07_19_minmlb_detmlb_1/,34,448267,"July 19, 2016",Detroit,mlb,142,Minnesota,59,45,Minnesota Twins,Detroit Tigers,Comerica Park
chn,17,56,nyn,F,112,2016/07/19/gid_2016_07_19_nynmlb_chnmlb_1/,50,448268,"July 19, 2016",Chi Cubs,mlb,121,NY Mets,43,37,New York Mets,Chicago Cubs,Wrigley Field
sln,2889,48,sdn,DI,138,2016/07/19/gid_2016_07_19_sdnmlb_slnmlb_1/,41,448269,"July 19, 2016",St. Louis,mlb,135,San Diego,52,44,San Diego Padres,St. Louis Cardinals,Busch Stadium
bos,3,52,sfn,F,111,2016/07/19/gid_2016_07_19_sfnmlb_bosmlb_1/,57,448270,"July 19, 2016",Boston,mlb,137,San Francisco,37,39,San Francisco Giants,Boston Red Sox,Fenway Park
col,19,43,tba,F,115,2016/07/19/gid_2016_07_19_tbamlb_colmlb_1/,36,448271,"July 19, 2016",Colorado,mlb,139,Tampa Bay,57,50,Tampa Bay Rays,Colorado Rockies,Coors Field
ana,1,42,tex,F,108,2016/07/19/gid_2016_07_19_texmlb_anamlb_1/,55,448272,"July 19, 2016",LA Angels,mlb,140,Texas,40,52,Texas Rangers,Los Angeles Angels,Angel Stadium of Anaheim
ari,15,40,tor,F,109,2016/07/19/gid_2016_07_19_tormlb_arimlb_1/,53,448273,"July 19, 2016",Arizona,mlb,141,Toronto,42,54,Toronto Blue Jays,Arizona Diamondbacks,Chase Field
cin,2602,36,atl,F,113,2016/07/20/gid_2016_07_20_atlmlb_cinmlb_1/,33,448274,"July 20, 2016",Cincinnati,mlb,144,Atlanta,62,59,Atlanta Braves,Cincinnati Reds,Great American Ball Park
nya,3313,48,bal,F,147,2016/07/20/gid_2016_07_20_balmlb_nyamlb_1/,53,448275,"July 20, 2016",NY Yankees,mlb,110,Baltimore,40,46,Baltimore Orioles,New York Yankees,Yankee Stadium
sea,680,48,cha,F,136,2016/07/20/gid_2016_07_20_chamlb_seamlb_1/,46,448276,"July 20, 2016",Seattle,mlb,145,Chi White Sox,48,47,Chicago White Sox,Seattle Mariners,Safeco Field
kca,7,47,cle,F,118,2016/07/20/gid_2016_07_20_clemlb_kcamlb_1/,56,448277,"July 20, 2016",Kansas City,mlb,114,Cleveland,38,47,Cleveland Indians,Kansas City Royals,Kauffman Stadium
oak,10,42,hou,F,133,2016/07/20/gid_2016_07_20_houmlb_oakmlb_1/,51,448278,"July 20, 2016",Oakland,mlb,117,Houston,44,53,Houston Astros,Oakland Athletics,Oakland Coliseum
was,3309,57,lan,F,120,2016/07/20/gid_2016_07_20_lanmlb_wasmlb_1/,53,448279,"July 20, 2016",Washington,mlb,119,LA Dodgers,43,38,Los Angeles Dodgers,Washington Nationals,Nationals Park
phi,2681,44,mia,F,143,2016/07/20/gid_2016_07_20_miamlb_phimlb_1/,51,448280,"July 20, 2016",Philadelphia,mlb,146,Miami,43,52,Miami Marlins,Philadelphia Phillies,Citizens Bank Park
pit,31,48,mil,F,134,2016/07/20/gid_2016_07_20_milmlb_pitmlb_1/,40,448281,"July 20, 2016",Pittsburgh,mlb,158,Milwaukee,52,46,Milwaukee Brewers,Pittsburgh Pirates,PNC Park
det,2394,49,min,F,116,2016/07/20/gid_2016_07_20_minmlb_detmlb_1/,35,448282,"July 20, 2016",Detroit,mlb,142,Minnesota,59,46,Minnesota Twins,Detroit Tigers,Comerica Park
chn,17,57,nyn,F,112,2016/07/20/gid_2016_07_20_nynmlb_chnmlb_1/,50,448283,"July 20, 2016",Chi Cubs,mlb,121,NY Mets,44,37,New York Mets,Chicago Cubs,Wrigley Field
sln,2889,49,sdn,F,138,2016/07/20/gid_2016_07_20_sdnmlb_slnmlb_1/,41,448269,"July 20, 2016",St. Louis,mlb,135,San Diego,53,44,San Diego Padres,St. Louis Cardinals,Busch Stadium
sln,2889,50,sdn,F,138,2016/07/20/gid_2016_07_20_sdnmlb_slnmlb_2/,41,448284,"July 20, 2016",St. Louis,mlb,135,San Diego,54,44,San Diego Padres,St. Louis Cardinals,Busch Stadium
bos,3,53,sfn,F,111,2016/07/20/gid_2016_07_20_sfnmlb_bosmlb_1/,57,448285,"July 20, 2016",Boston,mlb,137,San Francisco,38,39,San Francisco Giants,Boston Red Sox,Fenway Park
col,19,43,tba,F,115,2016/07/20/gid_2016_07_20_tbamlb_colmlb_1/,37,448286,"July 20, 2016",Colorado,mlb,139,Tampa Bay,57,51,Tampa Bay Rays,Colorado Rockies,Coors Field
ana,1,43,tex,F,108,2016/07/20/gid_2016_07_20_texmlb_anamlb_1/,55,448287,"July 20, 2016",LA Angels,mlb,140,Texas,41,52,Texas Rangers,Los Angeles Angels,Angel Stadium of Anaheim
ari,15,40,tor,F,109,2016/07/20/gid_2016_07_20_tormlb_arimlb_1/,54,448288,"July 20, 2016",Arizona,mlb,141,Toronto,42,55,Toronto Blue Jays,Arizona Diamondbacks,Chase Field
col,19,44,atl,F,115,2016/07/21/gid_2016_07_21_atlmlb_colmlb_1/,33,448289,"July 21, 2016",Colorado,mlb,144,Atlanta,63,51,Atlanta Braves,Colorado Rockies,Coors Field
nya,3313,48,bal,F,147,2016/07/21/gid_2016_07_21_balmlb_nyamlb_1/,54,448290,"July 21, 2016",NY Yankees,mlb,110,Baltimore,40,47,Baltimore Orioles,New York Yankees,Yankee Stadium
cha,4,46,det,FR,145,2016/07/21/gid_2016_07_21_detmlb_chamlb_1/,50,448291,"July 21, 2016",Chi White Sox,mlb,116,Detroit,46,49,Detroit Tigers,Chicago White Sox,Guaranteed Rate Field
was,3309,57,lan,F,120,2016/07/21/gid_2016_07_21_lanmlb_wasmlb_1/,54,448292,"July 21, 2016",Washington,mlb,119,LA Dodgers,43,39,Los Angeles Dodgers,Washington Nationals,Nationals Park
phi,2681,44,mia,F,143,2016/07/21/gid_2016_07_21_miamlb_phimlb_1/,52,448293,"July 21, 2016",Philadelphia,mlb,146,Miami,43,53,Miami Marlins,Philadelphia Phillies,Citizens Bank Park
pit,31,49,mil,F,134,2016/07/21/gid_2016_07_21_milmlb_pitmlb_1/,40,448294,"July 21, 2016",Pittsburgh,mlb,158,Milwaukee,53,46,Milwaukee Brewers,Pittsburgh Pirates,PNC Park
bos,3,54,min,F,111,2016/07/21/gid_2016_07_21_minmlb_bosmlb_1/,35,448295,"July 21, 2016",Boston,mlb,142,Minnesota,60,39,Minnesota Twins,Boston Red Sox,Fenway Park
sln,2889,51,sdn,F,138,2016/07/21/gid_2016_07_21_sdnmlb_slnmlb_1/,41,448296,"July 21, 2016",St. Louis,mlb,135,San Diego,55,44,San Diego Padres,St. Louis Cardinals,Busch Stadium
oak,10,42,tba,F,133,2016/07/21/gid_2016_07_21_tbamlb_oakmlb_1/,38,448297,"July 21, 2016",Oakland,mlb,139,Tampa Bay,57,54,Tampa Bay Rays,Oakland Athletics,Oakland Coliseum
hou,2392,52,ana,F,117,2016/07/22/gid_2016_07_22_anamlb_houmlb_1/,43,448304,"July 22, 2016",Houston,mlb,108,LA Angels,53,44,Los Angeles Angels,Houston Astros,Minute Maid Park
