inning,topBottom,bases,outs,hd_4,hd_3,hd_2,hd_1,hd_00,hu_1,hu_2,hu_3,hu_4,on_1b,on_2b,on_3b
6,Bottom,"1 2 3",0,3.000,3.500,3.600,3.100,2.200,1.400,0.900,0.500,0.300,1,1,1
6,Bottom,"1 2 3",1,3.000,3.800,4.200,4.000,3.300,2.200,1.400,0.800,0.500,1,1,1
6,Bottom,"1 2 3",2,2.700,3.700,4.500,4.900,4.000,2.600,1.700,1.000,0.600,1,1,1
6,Bottom,"1 2 _",0,2.200,2.700,3.100,3.000,2.300,1.500,0.900,0.600,0.300,1,1,0
6,Bottom,"1 2 _",1,1.900,2.600,3.100,3.300,2.700,1.800,1.100,0.700,0.400,1,1,0
6,Bottom,"1 2 _",2,1.400,2.000,2.600,2.900,2.500,1.600,1.000,0.600,0.400,1,1,0
6,Bottom,"1 _ 3",0,2.000,2.500,2.700,2.400,1.700,1.100,0.700,0.400,0.200,1,0,1
6,Bottom,"1 _ 3",1,1.800,2.400,2.800,3.000,2.600,1.700,1.100,0.700,0.400,1,0,1
6,Bottom,"1 _ 3",2,1.400,2.100,2.700,3.100,2.700,1.800,1.100,0.700,0.400,1,0,1
6,Bottom,"1 _ _",0,1.400,1.900,2.300,2.400,2.000,1.300,0.800,0.500,0.300,1,0,0
6,Bottom,"1 _ _",1,1.000,1.500,1.900,2.100,1.700,1.100,0.700,0.400,0.300,1,0,0
6,Bottom,"1 _ _",2,0.600,0.900,1.200,1.500,1.300,0.800,0.500,0.300,0.200,1,0,0
6,Bottom,"_ 2 3",0,1.900,2.300,2.400,2.200,1.700,1.100,0.700,0.400,0.200,0,1,1
6,Bottom,"_ 2 3",1,1.700,2.200,2.500,2.500,2.100,1.400,0.900,0.500,0.300,0,1,1
6,Bottom,"_ 2 3",2,1.600,2.400,3.100,3.500,2.900,1.900,1.200,0.700,0.400,0,1,1
6,Bottom,"_ 2 _",0,1.300,1.700,2.000,2.000,1.600,1.100,0.700,0.400,0.200,0,1,0
6,Bottom,"_ 2 _",1,1.100,1.500,1.900,2.100,1.800,1.200,0.800,0.500,0.300,0,1,0
6,Bottom,"_ 2 _",2,0.800,1.200,1.600,2.000,1.800,1.200,0.800,0.500,0.300,0,1,0
6,Bottom,"_ _ 3",0,1.200,1.600,1.800,1.700,1.300,0.800,0.500,0.300,0.200,0,0,1
6,Bottom,"_ _ 3",1,1.000,1.400,1.900,2.300,2.100,1.400,0.900,0.500,0.300,0,0,1
6,Bottom,"_ _ 3",2,0.900,1.300,1.900,2.400,2.200,1.400,0.900,0.600,0.300,0,0,1
6,Bottom,"_ _ _",0,0.800,1.100,1.400,1.600,1.300,0.900,0.600,0.300,0.200,0,0,0
6,Bottom,"_ _ _",1,0.500,0.800,1.000,1.200,1.000,0.700,0.400,0.300,0.200,0,0,0
6,Bottom,"_ _ _",2,0.300,0.400,0.600,0.800,0.700,0.500,0.300,0.200,0.100,0,0,0
6,Top,"1 2 3",0,0.500,0.800,1.200,1.800,2.500,3.100,3.400,3.200,2.700,1,1,1
6,Top,"1 2 3",1,0.800,1.200,1.800,2.600,3.400,3.900,3.900,3.300,2.600,1,1,1
6,Top,"1 2 3",2,0.900,1.400,2.200,3.100,4.100,4.500,4.100,3.200,2.300,1,1,1
6,Top,"1 2 _",0,0.500,0.800,1.300,1.800,2.500,2.900,2.800,2.400,1.900,1,1,0
6,Top,"1 2 _",1,0.600,1.000,1.500,2.100,2.800,3.100,2.800,2.200,1.600,1,1,0
6,Top,"1 2 _",2,0.600,0.900,1.300,1.900,2.500,2.600,2.300,1.700,1.100,1,1,0
6,Top,"1 _ 3",0,0.400,0.600,0.900,1.400,1.900,2.400,2.600,2.300,1.800,1,0,1
6,Top,"1 _ 3",1,0.600,0.900,1.400,2.000,2.600,2.800,2.500,2.100,1.500,1,0,1
6,Top,"1 _ 3",2,0.600,1.000,1.400,2.000,2.700,2.800,2.400,1.800,1.200,1,0,1
6,Top,"1 _ _",0,0.500,0.700,1.100,1.600,2.100,2.300,2.100,1.700,1.200,1,0,0
6,Top,"1 _ _",1,0.400,0.600,0.900,1.300,1.800,1.900,1.700,1.300,0.900,1,0,0
6,Top,"1 _ _",2,0.300,0.500,0.700,1.000,1.300,1.300,1.100,0.800,0.500,1,0,0
6,Top,"_ 2 3",0,0.400,0.600,0.900,1.300,1.800,2.200,2.300,2.100,1.700,0,1,1
6,Top,"_ 2 3",1,0.500,0.800,1.100,1.600,2.100,2.300,2.300,1.900,1.500,0,1,1
6,Top,"_ 2 3",2,0.700,1.000,1.600,2.200,2.900,3.200,2.700,2.000,1.400,0,1,1
6,Top,"_ 2 _",0,0.400,0.600,0.900,1.300,1.700,1.900,1.800,1.500,1.100,0,1,0
6,Top,"_ 2 _",1,0.400,0.600,1.000,1.400,1.800,2.000,1.700,1.300,0.900,0,1,0
6,Top,"_ 2 _",2,0.400,0.700,1.000,1.400,1.800,1.800,1.400,1.000,0.700,0,1,0
6,Top,"_ _ 3",0,0.300,0.500,0.700,1.000,1.400,1.700,1.700,1.400,1.100,0,0,1
6,Top,"_ _ 3",1,0.500,0.800,1.100,1.600,2.000,2.100,1.600,1.300,0.900,0,0,1
6,Top,"_ _ 3",2,0.500,0.800,1.200,1.600,2.100,2.100,1.600,1.100,0.700,0,0,1
6,Top,"_ _ _",0,0.300,0.500,0.700,1.000,1.300,1.400,1.300,1.000,0.700,0,0,0
6,Top,"_ _ _",1,0.200,0.400,0.500,0.800,1.000,1.100,0.900,0.700,0.400,0,0,0
6,Top,"_ _ _",2,0.200,0.300,0.400,0.500,0.700,0.700,0.500,0.400,0.200,0,0,0
7,Bottom,"1 2 3",0,3.300,4.000,4.100,3.500,2.300,1.200,0.700,0.400,0.200,1,1,1
7,Bottom,"1 2 3",1,3.100,4.200,4.900,4.800,3.700,2.000,1.100,0.600,0.300,1,1,1
7,Bottom,"1 2 3",2,2.600,3.900,5.200,5.900,4.500,2.400,1.300,0.700,0.400,1,1,1
7,Bottom,"1 2 _",0,2.200,3.000,3.600,3.500,2.500,1.300,0.800,0.400,0.200,1,1,0
7,Bottom,"1 2 _",1,1.900,2.700,3.600,4.000,3.000,1.600,0.900,0.500,0.300,1,1,0
7,Bottom,"1 2 _",2,1.200,2.000,2.900,3.600,2.900,1.500,0.800,0.500,0.200,1,1,0
7,Bottom,"1 _ 3",0,2.100,2.800,3.300,2.800,1.700,0.900,0.500,0.300,0.100,1,0,1
7,Bottom,"1 _ 3",1,1.800,2.600,3.200,3.700,3.100,1.600,0.900,0.500,0.300,1,0,1
7,Bottom,"1 _ 3",2,1.300,2.100,3.000,3.800,3.100,1.600,0.900,0.500,0.300,1,0,1
7,Bottom,"1 _ _",0,1.400,2.000,2.600,3.000,2.300,1.200,0.700,0.400,0.200,1,0,0
7,Bottom,"1 _ _",1,1.000,1.500,2.100,2.500,2.000,1.100,0.600,0.300,0.200,1,0,0
7,Bottom,"1 _ _",2,0.500,0.900,1.400,1.800,1.500,0.800,0.400,0.200,0.100,1,0,0
7,Bottom,"_ 2 3",0,2.000,2.600,2.900,2.600,1.700,0.900,0.500,0.300,0.100,0,1,1
7,Bottom,"_ 2 3",1,1.700,2.400,3.000,3.000,2.500,1.300,0.700,0.400,0.200,0,1,1
7,Bottom,"_ 2 3",2,1.500,2.400,3.600,4.300,3.300,1.700,1.000,0.500,0.300,0,1,1
7,Bottom,"_ 2 _",0,1.300,1.800,2.300,2.400,1.800,0.900,0.500,0.300,0.100,0,1,0
7,Bottom,"_ 2 _",1,1.000,1.500,2.100,2.600,2.100,1.100,0.600,0.300,0.200,0,1,0
7,Bottom,"_ 2 _",2,0.700,1.100,1.800,2.600,2.200,1.100,0.700,0.400,0.200,0,1,0
7,Bottom,"_ _ 3",0,1.300,1.800,2.200,2.000,1.500,0.800,0.400,0.200,0.100,0,0,1
7,Bottom,"_ _ 3",1,1.000,1.500,2.100,2.900,2.500,1.300,0.700,0.400,0.200,0,0,1
7,Bottom,"_ _ 3",2,0.800,1.300,2.000,3.000,2.600,1.400,0.800,0.400,0.200,0,0,1
7,Bottom,"_ _ _",0,0.800,1.200,1.600,1.900,1.500,0.800,0.400,0.200,0.100,0,0,0
7,Bottom,"_ _ _",1,0.500,0.800,1.100,1.400,1.200,0.600,0.300,0.200,0.100,0,0,0
7,Bottom,"_ _ _",2,0.200,0.400,0.700,1.000,0.800,0.400,0.200,0.100,0.100,0,0,0
7,Top,"1 2 3",0,0.400,0.600,1.100,1.700,2.600,3.500,3.900,3.600,2.800,1,1,1
7,Top,"1 2 3",1,0.600,1.000,1.600,2.600,3.900,4.500,4.400,3.600,2.600,1,1,1
7,Top,"1 2 3",2,0.700,1.200,2.000,3.100,4.700,5.400,4.500,3.300,2.100,1,1,1
7,Top,"1 2 _",0,0.400,0.700,1.100,1.800,2.700,3.400,3.200,2.600,1.900,1,1,0
7,Top,"1 2 _",1,0.500,0.800,1.300,2.100,3.200,3.600,3.100,2.300,1.600,1,1,0
7,Top,"1 2 _",2,0.400,0.800,1.200,1.900,2.900,3.200,2.500,1.700,1.000,1,1,0
7,Top,"1 _ 3",0,0.300,0.500,0.800,1.300,2.000,2.800,3.000,2.500,1.800,1,0,1
7,Top,"1 _ 3",1,0.500,0.800,1.300,2.000,3.100,3.300,2.900,2.200,1.500,1,0,1
7,Top,"1 _ 3",2,0.500,0.800,1.400,2.100,3.100,3.400,2.600,1.700,1.100,1,0,1
7,Top,"1 _ _",0,0.400,0.600,1.000,1.600,2.400,2.700,2.300,1.700,1.200,1,0,0
7,Top,"1 _ _",1,0.300,0.500,0.900,1.400,2.000,2.300,1.800,1.300,0.800,1,0,0
7,Top,"1 _ _",2,0.200,0.400,0.600,1.000,1.500,1.600,1.200,0.700,0.400,1,0,0
7,Top,"_ 2 3",0,0.300,0.500,0.800,1.300,2.000,2.500,2.600,2.300,1.700,0,1,1
7,Top,"_ 2 3",1,0.400,0.700,1.100,1.600,2.500,2.800,2.700,2.100,1.400,0,1,1
7,Top,"_ 2 3",2,0.500,0.900,1.500,2.300,3.400,3.900,3.100,2.000,1.200,0,1,1
7,Top,"_ 2 _",0,0.300,0.500,0.800,1.200,1.900,2.300,2.000,1.500,1.100,0,1,0
7,Top,"_ 2 _",1,0.300,0.600,0.900,1.400,2.100,2.300,1.800,1.300,0.800,0,1,0
7,Top,"_ 2 _",2,0.300,0.600,0.900,1.400,2.100,2.200,1.500,0.900,0.600,0,1,0
7,Top,"_ _ 3",0,0.200,0.400,0.600,1.000,1.500,2.000,1.900,1.500,1.100,0,0,1
7,Top,"_ _ 3",1,0.400,0.700,1.100,1.600,2.400,2.500,1.800,1.300,0.800,0,0,1
7,Top,"_ _ 3",2,0.400,0.700,1.100,1.700,2.500,2.500,1.700,1.100,0.600,0,0,1
7,Top,"_ _ _",0,0.200,0.400,0.700,1.000,1.500,1.700,1.400,1.000,0.600,0,0,0
7,Top,"_ _ _",1,0.200,0.300,0.500,0.800,1.200,1.300,1.000,0.600,0.400,0,0,0
7,Top,"_ _ _",2,0.100,0.200,0.400,0.500,0.800,0.800,0.600,0.300,0.200,0,0,0
8,Bottom,"1 2 3",0,3.500,4.600,5.000,4.200,2.200,0.800,0.400,0.200,0.100,1,1,1
8,Bottom,"1 2 3",1,3.100,4.600,5.900,6.200,4.400,1.400,0.700,0.300,0.100,1,1,1
8,Bottom,"1 2 3",2,2.300,4.000,6.100,7.700,5.300,1.700,0.800,0.400,0.200,1,1,1
8,Bottom,"1 2 _",0,2.200,3.300,4.200,4.400,2.800,0.900,0.400,0.200,0.100,1,1,0
8,Bottom,"1 2 _",1,1.700,2.900,4.100,5.100,3.500,1.100,0.500,0.300,0.100,1,1,0
8,Bottom,"1 2 _",2,1.000,2.000,3.300,4.700,3.500,1.100,0.500,0.200,0.100,1,1,0
8,Bottom,"1 _ 3",0,2.200,3.200,4.100,3.300,1.800,0.600,0.300,0.100,0.100,1,0,1
8,Bottom,"1 _ 3",1,1.700,2.700,3.900,4.900,3.800,1.200,0.600,0.300,0.100,1,0,1
8,Bottom,"1 _ 3",2,1.000,2.000,3.400,5.100,3.800,1.200,0.600,0.300,0.100,1,0,1
8,Bottom,"1 _ _",0,1.300,2.100,3.100,3.800,2.600,0.900,0.400,0.200,0.100,1,0,0
8,Bottom,"1 _ _",1,0.800,1.500,2.400,3.400,2.400,0.800,0.400,0.200,0.100,1,0,0
8,Bottom,"1 _ _",2,0.400,0.800,1.600,2.500,1.800,0.600,0.300,0.100,0.100,1,0,0
8,Bottom,"_ 2 3",0,2.100,3.000,3.600,3.300,1.800,0.600,0.300,0.100,0.100,0,1,1
8,Bottom,"_ 2 3",1,1.600,2.600,3.700,4.000,3.000,0.900,0.400,0.200,0.100,0,1,1
8,Bottom,"_ 2 3",2,1.200,2.300,4.200,5.800,3.900,1.300,0.600,0.300,0.100,0,1,1
8,Bottom,"_ 2 _",0,1.200,1.900,2.700,3.100,2.000,0.700,0.300,0.100,0.100,0,1,0
8,Bottom,"_ 2 _",1,0.800,1.500,2.400,3.400,2.500,0.800,0.400,0.200,0.100,0,1,0
8,Bottom,"_ 2 _",2,0.500,1.000,1.900,3.500,2.800,0.900,0.400,0.200,0.100,0,1,0
8,Bottom,"_ _ 3",0,1.200,1.900,2.700,2.500,1.700,0.600,0.300,0.100,0.100,0,0,1
8,Bottom,"_ _ 3",1,0.900,1.500,2.400,3.900,3.200,1.000,0.500,0.200,0.100,0,0,1
8,Bottom,"_ _ 3",2,0.500,1.100,2.100,4.100,3.400,1.000,0.500,0.200,0.100,0,0,1
8,Bottom,"_ _ _",0,0.700,1.100,1.800,2.500,1.800,0.600,0.300,0.100,0.100,0,0,0
8,Bottom,"_ _ _",1,0.400,0.700,1.200,1.900,1.400,0.500,0.200,0.100,0.000,0,0,0
8,Bottom,"_ _ _",2,0.200,0.400,0.700,1.300,1.100,0.300,0.200,0.100,0.000,0,0,0
8,Top,"1 2 3",0,0.200,0.400,0.800,1.500,2.800,4.100,4.600,4.000,3.000,1,1,1
8,Top,"1 2 3",1,0.400,0.700,1.400,2.400,4.600,5.600,5.200,3.900,2.600,1,1,1
8,Top,"1 2 3",2,0.500,0.900,1.600,2.900,5.600,6.800,5.100,3.300,1.900,1,1,1
8,Top,"1 2 _",0,0.300,0.500,0.900,1.600,3.100,4.100,3.700,2.800,1.800,1,1,0
8,Top,"1 2 _",1,0.300,0.600,1.100,2.000,3.700,4.500,3.500,2.400,1.400,1,1,0
8,Top,"1 2 _",2,0.300,0.600,1.000,1.800,3.500,4.000,2.700,1.600,0.800,1,1,0
8,Top,"1 _ 3",0,0.200,0.300,0.600,1.100,2.100,3.300,3.600,2.800,1.800,1,0,1
8,Top,"1 _ 3",1,0.300,0.600,1.100,2.000,3.800,4.200,3.300,2.300,1.400,1,0,1
8,Top,"1 _ 3",2,0.300,0.600,1.100,2.000,3.800,4.300,2.800,1.600,0.800,1,0,1
8,Top,"1 _ _",0,0.200,0.400,0.800,1.500,2.800,3.400,2.600,1.700,1.000,1,0,0
8,Top,"1 _ _",1,0.200,0.400,0.700,1.300,2.400,2.900,2.000,1.200,0.700,1,0,0
8,Top,"1 _ _",2,0.200,0.300,0.500,1.000,1.800,2.100,1.300,0.700,0.300,1,0,0
8,Top,"_ 2 3",0,0.200,0.300,0.600,1.100,2.100,3.100,3.200,2.600,1.700,0,1,1
8,Top,"_ 2 3",1,0.300,0.500,0.900,1.600,3.000,3.400,3.200,2.200,1.300,0,1,1
8,Top,"_ 2 3",2,0.300,0.700,1.200,2.100,4.000,4.900,3.500,1.900,1.000,0,1,1
8,Top,"_ 2 _",0,0.200,0.400,0.600,1.100,2.200,2.800,2.300,1.600,1.000,0,1,0
8,Top,"_ 2 _",1,0.200,0.400,0.800,1.300,2.500,2.900,2.000,1.200,0.700,0,1,0
8,Top,"_ 2 _",2,0.200,0.400,0.800,1.400,2.700,2.800,1.500,0.800,0.400,0,1,0
8,Top,"_ _ 3",0,0.200,0.300,0.500,0.900,1.800,2.400,2.300,1.600,1.000,0,0,1
8,Top,"_ _ 3",1,0.300,0.500,0.900,1.600,3.100,3.200,2.000,1.300,0.700,0,0,1
8,Top,"_ _ 3",2,0.300,0.500,0.900,1.600,3.200,3.300,1.700,0.900,0.400,0,0,1
8,Top,"_ _ _",0,0.200,0.300,0.600,1.000,1.900,2.200,1.500,0.900,0.600,0,0,0
8,Top,"_ _ _",1,0.100,0.200,0.400,0.700,1.400,1.600,1.000,0.600,0.300,0,0,0
8,Top,"_ _ _",2,0.100,0.200,0.300,0.500,1.000,1.100,0.600,0.300,0.100,0,0,0
9,Bottom,"1 2 3",0,3.700,5.400,6.400,5.300,2.400,0.000,0.000,0.000,0.000,1,1,1
9,Bottom,"1 2 3",1,3.000,5.100,7.300,8.600,5.400,0.000,0.000,0.000,0.000,1,1,1
9,Bottom,"1 2 3",2,1.800,3.900,7.000,10.900,6.400,0.000,0.000,0.000,0.000,1,1,1
9,Bottom,"1 2 _",0,2.000,3.600,5.200,6.000,3.200,0.000,0.000,0.000,0.000,1,1,0
9,Bottom,"1 2 _",1,1.300,2.900,4.800,7.200,4.300,0.000,0.000,0.000,0.000,1,1,0
9,Bottom,"1 2 _",2,0.600,1.700,3.700,6.800,4.400,0.000,0.000,0.000,0.000,1,1,0
9,Bottom,"1 _ 3",0,2.100,3.700,5.500,4.300,2.100,0.000,0.000,0.000,0.000,1,0,1
9,Bottom,"1 _ 3",1,1.400,2.900,4.900,7.100,5.000,0.000,0.000,0.000,0.000,1,0,1
9,Bottom,"1 _ 3",2,0.600,1.700,3.700,7.400,5.000,0.000,0.000,0.000,0.000,1,0,1
9,Bottom,"1 _ _",0,1.000,2.000,3.600,5.400,3.100,0.000,0.000,0.000,0.000,1,0,0
9,Bottom,"1 _ _",1,0.600,1.300,2.800,4.800,3.000,0.000,0.000,0.000,0.000,1,0,0
9,Bottom,"1 _ _",2,0.200,0.500,1.700,3.700,2.400,0.000,0.000,0.000,0.000,1,0,0
9,Bottom,"_ 2 3",0,2.000,3.500,4.700,4.300,2.000,0.000,0.000,0.000,0.000,0,1,1
9,Bottom,"_ 2 3",1,1.400,2.800,4.800,5.700,4.000,0.000,0.000,0.000,0.000,0,1,1
9,Bottom,"_ 2 3",2,0.700,1.800,5.100,8.400,4.700,0.000,0.000,0.000,0.000,0,1,1
9,Bottom,"_ 2 _",0,1.000,1.900,3.300,4.300,2.500,0.000,0.000,0.000,0.000,0,1,0
9,Bottom,"_ 2 _",1,0.600,1.300,2.700,5.000,3.200,0.000,0.000,0.000,0.000,0,1,0
9,Bottom,"_ 2 _",2,0.200,0.600,1.800,5.200,3.900,0.000,0.000,0.000,0.000,0,1,0
9,Bottom,"_ _ 3",0,1.100,2.000,3.600,3.500,2.100,0.000,0.000,0.000,0.000,0,0,1
9,Bottom,"_ _ 3",1,0.600,1.400,2.900,5.800,4.500,0.000,0.000,0.000,0.000,0,0,1
9,Bottom,"_ _ 3",2,0.200,0.700,1.800,6.100,4.700,0.000,0.000,0.000,0.000,0,0,1
9,Bottom,"_ _ _",0,0.500,1.000,2.000,3.600,2.300,0.000,0.000,0.000,0.000,0,0,0
9,Bottom,"_ _ _",1,0.200,0.600,1.300,2.800,1.900,0.000,0.000,0.000,0.000,0,0,0
9,Bottom,"_ _ _",2,0.100,0.200,0.600,1.900,1.500,0.000,0.000,0.000,0.000,0,0,0
9,Top,"1 2 3",0,0.100,0.200,0.500,1.000,2.900,5.200,5.700,4.600,3.100,1,1,1
9,Top,"1 2 3",1,0.200,0.400,0.800,1.800,5.700,7.300,6.200,4.200,2.400,1,1,1
9,Top,"1 2 3",2,0.200,0.500,1.000,2.100,6.900,9.100,5.700,3.100,1.400,1,1,1
9,Top,"1 2 _",0,0.100,0.300,0.600,1.200,3.600,5.300,4.400,2.900,1.600,1,1,0
9,Top,"1 2 _",1,0.100,0.300,0.700,1.400,4.600,6.100,4.000,2.300,1.100,1,1,0
9,Top,"1 2 _",2,0.100,0.300,0.700,1.400,4.500,5.500,2.900,1.300,0.400,1,1,0
9,Top,"1 _ 3",0,0.100,0.200,0.400,0.800,2.300,4.200,4.600,3.000,1.700,1,0,1
9,Top,"1 _ 3",1,0.100,0.300,0.700,1.500,5.000,5.700,4.000,2.300,1.100,1,0,1
9,Top,"1 _ 3",2,0.200,0.300,0.700,1.500,5.000,5.900,2.900,1.300,0.400,1,0,1
9,Top,"1 _ _",0,0.100,0.200,0.500,1.100,3.400,4.600,2.900,1.600,0.800,1,0,0
9,Top,"1 _ _",1,0.100,0.200,0.500,1.000,3.100,3.900,2.200,1.000,0.400,1,0,0
9,Top,"1 _ _",2,0.100,0.200,0.300,0.700,2.400,2.900,1.300,0.400,0.100,1,0,0
9,Top,"_ 2 3",0,0.100,0.200,0.400,0.800,2.400,4.000,4.000,2.900,1.600,0,1,1
9,Top,"_ 2 3",1,0.100,0.300,0.600,1.200,3.900,4.600,3.900,2.300,1.100,0,1,1
9,Top,"_ 2 3",2,0.200,0.300,0.700,1.600,5.100,6.900,3.900,1.400,0.500,0,1,1
9,Top,"_ 2 _",0,0.100,0.200,0.400,0.800,2.600,3.700,2.700,1.500,0.800,0,1,0
9,Top,"_ 2 _",1,0.100,0.200,0.500,1.000,3.300,4.000,2.200,1.000,0.500,0,1,0
9,Top,"_ 2 _",2,0.100,0.200,0.500,1.100,3.700,4.000,1.400,0.500,0.200,0,1,0
9,Top,"_ _ 3",0,0.100,0.200,0.300,0.700,2.300,3.100,2.900,1.600,0.800,0,0,1
9,Top,"_ _ 3",1,0.100,0.300,0.600,1.200,4.300,4.400,2.300,1.100,0.500,0,0,1
9,Top,"_ _ 3",2,0.100,0.300,0.600,1.300,4.400,4.600,1.400,0.500,0.200,0,0,1
9,Top,"_ _ _",0,0.100,0.200,0.300,0.700,2.400,2.900,1.600,0.800,0.400,0,0,0
9,Top,"_ _ _",1,0.100,0.100,0.300,0.600,1.900,2.200,1.000,0.500,0.200,0,0,0
9,Top,"_ _ _",2,0.000,0.100,0.200,0.400,1.400,1.500,0.500,0.200,0.100,0,0,0
