gameID,stadiumID,name,venue_w_chan_loc,location,sun_beginCivilTwilight,sunSet,sun_upperTransit,sunRise,sun_endCivilTwilight
2012/05/14/gid_2012_05_14_houmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_kcamlb_texmlb_1/,13,"Globe Life Park in Arlington",USTX0045,"Arlington, TX",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_milmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_nyamlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_oakmlb_anamlb_1/,1,"Angel Stadium of Anaheim",USCA0027,"Anaheim, CA",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_pitmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_sdnmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_seamlb_bosmlb_1/,3,"Fenway Park",USMA0046,"Boston, MA",N/A,N/A,N/A,N/A,N/A
2012/05/14/gid_2012_05_14_tbamlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_arimlb_lanmlb_1/,22,"Dodger Stadium",USCA0638,"Los Angeles, CA",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_chnmlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_cinmlb_atlmlb_1/,16,"Turner Field",USGA0028,"Atlanta, GA",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_clemlb_minmlb_1/,3312,"Target Field",USMN0503,"Minneapolis, MN",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_colmlb_sfnmlb_1/,2395,"AT&T Park",USCA0987,"San Francisco, CA",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_detmlb_chamlb_1/,4,"U.S. Cellular Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_houmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_kcamlb_texmlb_1/,13,"Globe Life Park in Arlington",USTX0045,"Arlington, TX",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_milmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_nyamlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_oakmlb_anamlb_1/,1,"Angel Stadium of Anaheim",USCA0027,"Anaheim, CA",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_pitmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_sdnmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_seamlb_bosmlb_1/,3,"Fenway Park",USMA0046,"Boston, MA",N/A,N/A,N/A,N/A,N/A
2012/05/15/gid_2012_05_15_tbamlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_arimlb_colmlb_1/,19,"Coors Field",USCO0105,"Denver, CO",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_balmlb_kcamlb_1/,7,"Kauffman Stadium",USMO0460,"Kansas City, MO",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_bosmlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_chamlb_anamlb_1/,1,"Angel Stadium of Anaheim",USCA0027,"Anaheim, CA",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_cinmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_lanmlb_sdnmlb_1/,2680,"Petco Park",USCA0982,"San Diego, CA",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_miamlb_atlmlb_1/,16,"Turner Field",USGA0028,"Atlanta, GA",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_milmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_minmlb_detmlb_1/,2394,"Comerica Park",USMI0229,"Detroit, MI",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_nyamlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_oakmlb_texmlb_1/,13,"Rangers Ballpark in Arlington",USTX0045,"Arlington, TX",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_phimlb_chnmlb_1/,17,"Wrigley Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_pitmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_seamlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/16/gid_2012_05_16_slnmlb_sfnmlb_1/,2395,"AT&T Park",USCA0987,"San Francisco, CA",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_arimlb_colmlb_1/,19,"Coors Field",USCO0105,"Denver, CO",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_balmlb_kcamlb_1/,7,"Kauffman Stadium",USMO0460,"Kansas City, MO",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_bosmlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_chamlb_anamlb_1/,1,"Angel Stadium of Anaheim",USCA0027,"Anaheim, CA",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_cinmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_lanmlb_sdnmlb_1/,2680,"Petco Park",USCA0982,"San Diego, CA",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_miamlb_atlmlb_1/,16,"Turner Field",USGA0028,"Atlanta, GA",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_milmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_minmlb_detmlb_1/,2394,"Comerica Park",USMI0229,"Detroit, MI",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_nyamlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_oakmlb_texmlb_1/,13,"Globe Life Park in Arlington",USTX0045,"Arlington, TX",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_phimlb_chnmlb_1/,17,"Wrigley Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_pitmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_seamlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/17/gid_2012_05_17_slnmlb_sfnmlb_1/,2395,"AT&T Park",USCA0987,"San Francisco, CA",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_anamlb_sdnmlb_1/,2680,"Petco Park",USCA0982,"San Diego, CA",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_arimlb_kcamlb_1/,7,"Kauffman Stadium",USMO0460,"Kansas City, MO",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_atlmlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_balmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_bosmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_chamlb_chnmlb_1/,17,"Wrigley Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_cinmlb_nyamlb_1/,3313,"Yankee Stadium",USNY0172,"Bronx, NY",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_miamlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_minmlb_milmlb_1/,32,"Miller Park",USWI0455,"Milwaukee, WI",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_nynmlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_oakmlb_sfnmlb_1/,2395,"AT&T Park",USCA0987,"San Francisco, CA",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_pitmlb_detmlb_1/,2394,"Comerica Park",USMI0229,"Detroit, MI",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_seamlb_colmlb_1/,19,"Coors Field",USCO0105,"Denver, CO",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_slnmlb_lanmlb_1/,22,"Dodger Stadium",USCA0638,"Los Angeles, CA",N/A,N/A,N/A,N/A,N/A
2012/05/18/gid_2012_05_18_texmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_anamlb_sdnmlb_1/,2680,"Petco Park",USCA0982,"San Diego, CA",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_arimlb_kcamlb_1/,7,"Kauffman Stadium",USMO0460,"Kansas City, MO",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_atlmlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_balmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_bosmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_chamlb_chnmlb_1/,17,"Wrigley Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_cinmlb_nyamlb_1/,3313,"Yankee Stadium",USNY0172,"Bronx, NY",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_miamlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_minmlb_milmlb_1/,32,"Miller Park",USWI0455,"Milwaukee, WI",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_nynmlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_oakmlb_sfnmlb_1/,2395,"AT&T Park",USCA0987,"San Francisco, CA",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_pitmlb_detmlb_1/,2394,"Comerica Park",USMI0229,"Detroit, MI",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_seamlb_colmlb_1/,19,"Coors Field",USCO0105,"Denver, CO",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_slnmlb_lanmlb_1/,22,"Dodger Stadium",USCA0638,"Los Angeles, CA",N/A,N/A,N/A,N/A,N/A
2012/05/19/gid_2012_05_19_texmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_anamlb_sdnmlb_1/,2680,"Petco Park",USCA0982,"San Diego, CA",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_arimlb_kcamlb_1/,7,"Kauffman Stadium",USMO0460,"Kansas City, MO",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_atlmlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_balmlb_wasmlb_1/,3309,"Nationals Park",USDC0001,"Washington, DC",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_bosmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_chamlb_chnmlb_1/,17,"Wrigley Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_cinmlb_nyamlb_1/,3313,"Yankee Stadium",USNY0172,"Bronx, NY",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_miamlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_minmlb_milmlb_1/,32,"Miller Park",USWI0455,"Milwaukee, WI",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_nynmlb_tormlb_1/,14,"Rogers Centre",CAXX0504,"Toronto, Canada",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_oakmlb_sfnmlb_1/,2395,"AT&T Park",USCA0987,"San Francisco, CA",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_pitmlb_detmlb_1/,2394,"Comerica Park",USMI0229,"Detroit, MI",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_seamlb_colmlb_1/,19,"Coors Field",USCO0105,"Denver, CO",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_slnmlb_lanmlb_1/,22,"Dodger Stadium",USCA0638,"Los Angeles, CA",N/A,N/A,N/A,N/A,N/A
2012/05/20/gid_2012_05_20_texmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_anamlb_oakmlb_1/,10,"Oakland Coliseum",USCA0791,"Oakland, CA",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_atlmlb_cinmlb_1/,2602,"Great American Ball Park",USOH0188,"Cincinnati, OH",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_bosmlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_chnmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_colmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_kcamlb_nyamlb_1/,3313,"Yankee Stadium",USNY0172,"Bronx, NY",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_lanmlb_arimlb_1/,15,"Chase Field",USAZ0166,"Phoenix, AZ",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_nynmlb_pitmlb_1/,31,"PNC Park",USPA1290,"Pittsburgh, PA",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_sdnmlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_sfnmlb_milmlb_1/,32,"Miller Park",USWI0455,"Milwaukee, WI",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_texmlb_seamlb_1/,680,"Safeco Field",USWA0395,"Seattle, WA",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_tormlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/21/gid_2012_05_21_wasmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_anamlb_oakmlb_1/,10,"O.co Coliseum",USCA0791,"Oakland, CA",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_atlmlb_cinmlb_1/,2602,"Great American Ball Park",USOH0188,"Cincinnati, OH",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_bosmlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_chnmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_colmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_detmlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_kcamlb_nyamlb_1/,3313,"Yankee Stadium",USNY0172,"Bronx, NY",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_lanmlb_arimlb_1/,15,"Chase Field",USAZ0166,"Phoenix, AZ",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_minmlb_chamlb_1/,4,"U.S. Cellular Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_nynmlb_pitmlb_1/,31,"PNC Park",USPA1290,"Pittsburgh, PA",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_sdnmlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_sfnmlb_milmlb_1/,32,"Miller Park",USWI0455,"Milwaukee, WI",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_texmlb_seamlb_1/,680,"Safeco Field",USWA0395,"Seattle, WA",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_tormlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/22/gid_2012_05_22_wasmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_anamlb_oakmlb_1/,10,"O.co Coliseum",USCA0791,"Oakland, CA",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_atlmlb_cinmlb_1/,2602,"Great American Ball Park",USOH0188,"Cincinnati, OH",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_bosmlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_chnmlb_houmlb_1/,2392,"Minute Maid Park",USTX0617,"Houston, TX",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_colmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_detmlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_kcamlb_nyamlb_1/,3313,"Yankee Stadium",USNY0172,"Bronx, NY",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_lanmlb_arimlb_1/,15,"Chase Field",USAZ0166,"Phoenix, AZ",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_minmlb_chamlb_1/,4,"U.S. Cellular Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_nynmlb_pitmlb_1/,31,"PNC Park",USPA1290,"Pittsburgh, PA",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_sdnmlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_sfnmlb_milmlb_1/,32,"Miller Park",USWI0455,"Milwaukee, WI",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_texmlb_seamlb_1/,680,"Safeco Field",USWA0395,"Seattle, WA",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_tormlb_tbamlb_1/,12,"Tropicana Field",USFL0438,"St. Petersburg, FL",N/A,N/A,N/A,N/A,N/A
2012/05/23/gid_2012_05_23_wasmlb_phimlb_1/,2681,"Citizens Bank Park",USPA1276,"Philadelphia, PA",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_anamlb_seamlb_1/,680,"Safeco Field",USWA0395,"Seattle, WA",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_atlmlb_cinmlb_1/,2602,"Great American Ball Park",USOH0188,"Cincinnati, OH",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_detmlb_clemlb_1/,5,"Progressive Field",USOH0195,"Cleveland, OH",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_minmlb_chamlb_1/,4,"U.S. Cellular Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_phimlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_sdnmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/24/gid_2012_05_24_sfnmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_anamlb_seamlb_1/,680,"Safeco Field",USWA0395,"Seattle, WA",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_chnmlb_pitmlb_1/,31,"PNC Park",USPA1290,"Pittsburgh, PA",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_clemlb_chamlb_1/,4,"U.S. Cellular Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_colmlb_cinmlb_1/,2602,"Great American Ball Park",USOH0188,"Cincinnati, OH",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_detmlb_minmlb_1/,3312,"Target Field",USMN0503,"Minneapolis, MN",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_houmlb_lanmlb_1/,22,"Dodger Stadium",USCA0638,"Los Angeles, CA",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_kcamlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_milmlb_arimlb_1/,15,"Chase Field",USAZ0166,"Phoenix, AZ",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_nyamlb_oakmlb_1/,10,"O.co Coliseum",USCA0791,"Oakland, CA",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_phimlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_sdnmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_sfnmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_tbamlb_bosmlb_1/,3,"Fenway Park",USMA0046,"Boston, MA",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_tormlb_texmlb_1/,13,"Globe Life Park in Arlington",USTX0045,"Arlington, TX",N/A,N/A,N/A,N/A,N/A
2012/05/25/gid_2012_05_25_wasmlb_atlmlb_1/,16,"Turner Field",USGA0028,"Atlanta, GA",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_anamlb_seamlb_1/,680,"Safeco Field",USWA0395,"Seattle, WA",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_chnmlb_pitmlb_1/,31,"PNC Park",USPA1290,"Pittsburgh, PA",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_clemlb_chamlb_1/,4,"U.S. Cellular Field",USIL0225,"Chicago, IL",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_colmlb_cinmlb_1/,2602,"Great American Ball Park",USOH0188,"Cincinnati, OH",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_detmlb_minmlb_1/,3312,"Target Field",USMN0503,"Minneapolis, MN",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_houmlb_lanmlb_1/,22,"Dodger Stadium",USCA0638,"Los Angeles, CA",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_kcamlb_balmlb_1/,2,"Oriole Park at Camden Yards",USMD0018,"Baltimore, MD",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_milmlb_arimlb_1/,15,"Chase Field",USAZ0166,"Phoenix, AZ",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_nyamlb_oakmlb_1/,10,"Oakland Coliseum",USCA0791,"Oakland, CA",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_phimlb_slnmlb_1/,2889,"Busch Stadium",USMO0787,"St. Louis, MO",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_sdnmlb_nynmlb_1/,3289,"Citi Field",USNY0504,"Flushing, NY",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_sfnmlb_miamlb_1/,4169,"Marlins Park",USFL0316,"Miami, FL",N/A,N/A,N/A,N/A,N/A
2012/05/26/gid_2012_05_26_tbamlb_bosmlb_1/,3,"Fenway Park",USMA0046,"Boston, MA",N/A,N/A,N/A,N/A,N/A
